Research name,Publication Title,Author List,Conf/Journal Details,Year,Full name,Authors and Orcid,Authors without a orcid,ISBN,ISSN,Item Type,Event Type,Refereed,Date of Award,Supervisor(s),Uncontrolled Keywords,Subject,DCU Faculties and Centres,Use License,ID Code,Deposited On,Published in,Publisher,Official URL,Copyright Information,Funders,Additional Information,Tweets,Mendeley Readers
David Sinclair,Semantic analysis of field sports video using a petri-net of audio-visual concepts.,"Liang, Bai, Lao, Songyang, Smeaton, Alan F., O'Connor, Noel E., Sadlier, David A., Sinclair, David","The Computer Journal, 52 (7). pp. 808-823",2009,"Bai Liang, Songyang Lao, Alan F. Smeaton, Noel E. O'Connor, David A. Sadlier, David Sinclair","Smeaton, Alan F., ORCID: 0000-0003-1028-8389, O'Connor, Noel E., ORCID: 0000-0002-4033-9135","Liang, Bai, Lao, Songyang, Sadlier, David A., Sinclair, David",,0010-4620,Article (Published),,Yes,,,sports video; summarisation;,Computer Science > Multimedia systems. Computer Science > Digital video. Computer Science > Algorithms. ,DCU Faculties and Schools > Faculty of Engineering and Computing > School of Electronic Engineering. DCU Faculties and Schools > Faculty of Engineering and Computing > School of Computing. Research Initiatives and Centres > CLARITY: The Centre for Sensor Web Technologies. ,This item is licensed under a Creative Commons Attribution-NonCommercial-Share Alike 3.0 License. View License,15013,20 Nov 2009 16:31 by  Alan Smeaton. Last Modified 08 Nov 2018 16:02,,Oxford University Press,http://dx.doi.org/10.1093/comjnl/bxn058,,Science Foundation Ireland,,,
