,Title,Citation,Conference,Publisher,Journal,Date,Authors
2719,Coherent segmentation of video into syntactic regions,2,Unknown,"School of Computer Science, Queens University Belfast",Unknown,2005,"Alan F Smeaton, Tomasz Adamek, HervÃ© Le Borgne, Oliver Smyth, Noel E O'Connor, SeÃ¡n De Burca"
2720,User evaluation outside the lab: the trial of FÃ­schlÃ¡r-News,2,Unknown,Unknown,Unknown,2005,"Hyowon Lee, Alan F Smeaton, Barry Smyth"
2721,Aggregated feature retrieval for MPEG-7,2,European Conference on Information Retrieval,Springer Berlin Heidelberg,Unknown,2003,"Jiamin Ye, Alan F Smeaton"
2722,TREC-6: Personal Highlights.,2,Unknown,Unknown,Information processing & management,2000,Alan F Smeaton
2723,Developing online virtual lectures for course delivery: A case study and an argument in favour,2,Unknown,"School of Computer Applications, Dublin City University.[Online]. Available: http://www. compapp. dcu. ie/~ asmeaton/pubs/VirtLectCase. html [28th August 2003]",Unknown,1998,Alan Smeaton
2724,Information retrieval applications: using linguistic resources or using language processing,2,IA 95. JournÃ©es internationales,Unknown,Unknown,1995,"AF SMEATON, F Kelledy, R O'DONNELL, I Quigley, R Richardson, E Townsend"
2725,A study of existing sound indexing algorithms and a proposed enhancement,2,Unknown,Dublin City University. School of Computer Applications,Unknown,1988,"AF Smeaton, M Geary"
2726,Attention-Based Design and Selective Exposure Amid COVID-19 Misinformation Sharing,1,International Conference on Human-Computer Interaction. Kurosu M. (eds). LNCS,"Springer, Cham, https://doi.org/10.1007/978-3-030-78468-3_34",Unknown,2021,"Zaid Amin, Nazlena Mohamad Ali, Alan F Smeaton"
2727,Attention-Based Design and User Decisions on Information Sharing: A Thematic Literature Review,1,Unknown,IEEE,IEEE Access,2021,"Zaid Amin, Nazlena Mohamad Ali, Alan F Smeaton"
2728,Detecting Deepfake Videos Using Euler Video Magnification,1,"Presented at Electronic Imaging: Media Watermarking, Security, and Forensics, 2021, arXiv preprint arXiv:2101.11563",Unknown,Unknown,2021,"Rashmiranjan Das, Gaurav Negi, Alan F Smeaton"
2729,Leveraging Audio Gestalt to Predict Media Memorability,1,MediaEval Multimedia Benchmark Workshop http://ceur-ws.org/Vol-2882/,Unknown,Unknown,2020,"Lorin Sweeney, Graham Healy, Alan F Smeaton"
2730,Overview of MediaEval 2020 Predicting Media Memorability Task: What Makes a Video Memorable?,1,MediaEval Multimedia Benchmark http://ceur-ws.org/Vol-2882/,Unknown,Unknown,2020,"Alba GarcÃ­a Seco De Herrera, Rukiye Savran Kiziltepe, Jon Chamberlain, Mihai Gabriel Constantin, Claire-HÃ©lÃ¨ne Demarty, Faiyaz Doctor, Bogdan Ionescu, Alan F Smeaton"
2731,Investigating Class-Level Difficulty Factors In Multi-Label Classification Problems,1,2020 IEEE International Conference on Multimedia and Expo (ICME),IEEE,Unknown,2020,"Mark Marsden, Kevin McGuinness, Joseph Antony, Haolin Wei, Milan RedÅ¾iÄ‡, Jian Tang, Zhilan Hu, Alan Smeaton, Noel E Oâ€™Connor"
2732,Remote Collaborative Knowledge Discovery for Better Understanding of Self-tracking Data,1,"Proc. FRUCTâ€™25 Helsinki, Finland, ISBN 978-952-69244-0-3, 622 p. S. Balandin, V. Niemi, T. Tutina",FRUCT Oy,Unknown,2019,"Lauri Tuovinen, Alan F Smeaton"
2733,A Domain Ontology and Software Platform for Collaborative Personal Data Analytics,1,"In: Luo Y. (eds) Cooperative Design, Visualization, and Engineering. CDVE 2019. Springer LNCS.","Springer, Cham",Unknown,2019,"Lauri Tuovinen, Alan F Smeaton"
2734,Dublin's participation in the predicting media memorability task at MediaEval 2018,1,"MediaEval Benchmarking Initiative for Multimedia Evaluation, 29-31 Oct 2018, Nice, France.",CEUR-WS,Unknown,2018,"Alan F Smeaton, Owen Corrigan, Paul Dockree, Cathal Gurrin, Graham Healy, Feiyan Hu, Kevin McGuinness, Eva Mohedano, TomÃ¡s Ward"
2735,Modelling Math Learning on an Open Access Intelligent Tutor,1,International Conference on Artificial Intelligence in Education,"Springer, Cham",Unknown,2018,"David Azcona, I-Han Hsiao, Alan F Smeaton"
2736,Applications of data analytics: three data-driven reminiscence therapy deployments,1,"Technology and Dementia Preconference at the Alzheimer's Associated International Conference, London, UK.",Alzheimer's Association,Unknown,2017,Alan F Smeaton
2737,Enhancing Instance Search with Weak Geometric Correlation Consistency,1,Unknown,Elsevier,Neurocomputing,2017,"Zhenxing Zhang, Rami Albatal, Cathal Gurrin, Alan F Smeaton"
2738,"Advances in Visual Informatics [electronic resource]: 5th International Visual Informatics Conference, IVIC 2017, Bangi, Malaysia, November 28â€“30, 2017, Proceedings/edited by â€¦",1,Unknown,"Cham: Springer International Publishing: Imprint: Springer, 2017.",Unknown,2017,"Badioze Zaman, Peter Robinson, Alan F Smeaton, Timothy K Shih, Sergio Velastin, Tada Terutoshi, Azizah Jaafar, Mohamad Ali"
2739,Using data analytics to predict peer-group effects on student exam results,1,International Conference on Education (IICE),"24-27 April 2016, Dublin, Ireland",Unknown,2016,"Philip Scanlon, Alan F Smeaton"
2740,What are the Limits to Time Series Based Recognition of Semantic Concepts?,1,"MultiMedia Modeling, Proceedings of, Miami, Fl",Springer International Publishing,Unknown,2016,"Peng Wang, Lifeng Sun, Shiqiang Yang, Alan F Smeaton"
2741,Ageing in place: a multi-sensor system for home-based enablement of people with dementia,1,"Alzheimer Association International Conference 2015, Washington DC, USA.",Unknown,Unknown,2015,"Louise Hopper, Rachael Joyce, Eamonn Newman, Alan F Smeaton, Kate Irving"
2742,TriVis: Visualising Multivariate Data from Sentiment Analysis,1,"The 8th Irish Human Computer Interaction Conference Dublin City University, Glasnevin, Dublin 9",Dublin City University,Unknown,2014,"Maryanne Doyle, Alan F Smeaton, Adam Bermingham"
2743,Formulating Queries for Collecting Training Examples in Visual Concept Classification,1,"Proceedings of the 3rd Annual Meeting of the EPSRC Network On Vision and Language and the 1st Technical Meeting of the European Network on Integrating Vision and Language, V&L Net 2014, in conjunction with the COLING Conference, Dublin, Ireland",Association for Computational Linguistics and DCU,Unknown,2014,"Rami Albatal, Kevin McGuinness, Feiyan Hu, Alan F Smeaton"
2744,Lifelogs and autonomy,1,"Ethicomp 2014, 25-27 June 2014, Paris, France.",Unknown,Unknown,2014,"Tim Jacquemard, Alan F Smeaton, Bert Gordijn"
2745,"Designing for and with vulnerable people: The Dem@ Care"" toolbox"" approach",1,"SIGCHI Workshop on Designing For-And-With Vulnerable People, 27 Apr - 2 May, 2013, CHI 2013, Paris, France.",Unknown,Unknown,2013,"Joanna McHugh, Alan F Smeaton, Kate Irving, Eamonn Newman"
2746,Interactive surveillance event detection at TRECVid2012,1,Proceedings of the 3rd ACM conference on International conference on multimedia retrieval,ACM,Unknown,2013,"Suzanne Little, Iveel Jargalsaikhan, Kathy Clawson, Marcos Nieto, Hao Li, Cem Direkoglu, Noel E O'Connor, Alan F Smeaton, Jun Liu, Bryan Scotney, Hui Wang, SeÃ¡n Gaines, Aitor Rodriguez, Pedro Sanchez, Ana MartÃ­nez Llorens, Karina Villarroel Peniza, Roberto Gimenez, RaÃºl Santos de La CÃ¡mara, Anna Mereu, Celso Prados, Emmanouil Kafetzakis"
2747,Integration of multimodal data sources in designing decision support tools for marine resource management.,1,Unknown,Unknown,Unknown,2013,"Timothy Sullivan, Edel Oâ€™Connor, Dian Zhang, Ciprian Briciu-Burghina, Brendan Heery, Noel E Oâ€™Connor, Alan F Smeaton, Fiona Regan"
2748,"Design, Deployment and Assessment of a Movie Archive System for Film Studies-A Case Study",1,Unknown,Academy & Industry Research Collaboration Center (AIRCC),The International Journal of Multimedia & Its Applications,2012,"Nazlena Mohamad Ali, Alan F Smeaton, Hyowon Lee, Pat Brereton, Finnian Buckley"
2749,Sensor data streams from smart metering,1,Unknown,Unknown,"In: CIICT: Symposium on Energy Efficiency and ICT, 5-6 July 2012, Dublin, Ireland.",2012,Alan F Smeaton
2750,"SenseSeer, a realâ€time lifelogging tool",1,"In: SenseCam 2012, 3-4 Apr, 2012, Oxford,UK.",Unknown,Unknown,2012,"Zhengwei Qiu, Cathal Gurrin, Alan F Smeaton"
2751,TRECVid 2012 Experiments at Dublin City University,1,The TRECVid Workshop,National Insititute of Standards and Technology,Unknown,2012,"Jinlin Guo, Zhenxing Zhang, David Scott, Frank Hopfgartner, Rami Albatal, Cathal Gurrin, Alan F Smeaton"
2752,Online adaptive feature weighting for spatiogram-bank tracking,1,Unknown,Springer London,Pattern Analysis & Applications,2012,"CiarÃ¡n Ã“ Conaire, Noel E Oâ€™Connor, Alan F Smeaton"
2753,Index ordering by query-independent measures,1,Unknown,Pergamon,Information Processing & Management,2011,"Paul Ferguson, Alan F Smeaton"
2754,Establishing the design knowledge for emerging interaction platforms,1,"In: 4th World Conference on Design Research (IASDR 2011), 31 Oct - 4 Nov 2011, Delft, The Netherlands.",Unknown,Unknown,2011,"Hyowon Lee, Alan F Smeaton"
2755,Exploring the usage of a video application tool: Experiences in film studies,1,Unknown,Institute of Mathematics and Informatics,Journal of Informatics in Education,2011,"Nazlena Mohamad Ali, Alan F Smeaton"
2756,Designing novel applications inspired by emerging media technologies,1,Proceedings of the 25th BCS Conference on Human-Computer Interaction,British Computer Society,Unknown,2011,"Hyowon Lee, Alan F Smeaton"
2757,DCU at NTCIR-8 GeoTime,1,Unknown,National Institute of Informatics,Unknown,2010,"Zhengwei Qiu, Cathal Gurrin, Aiden R Doherty, Alan F Smeaton"
2758,Protecting the bay: weaving the strands to protect Galway Bay,1,Unknown,Unknown,Unknown,2010,Alan F Smeaton
2759,A reputation and trust based multi-modal sensor network for environmental monitoring,1,"In: Environ 2010, 17-19 Feb 2010, Limerick, Ireland.",Unknown,Unknown,2010,"Edel O'Connor, Alan F Smeaton, Noel E O'Connor, Dermot Diamond"
2760,DCU collaborative video search system,1,Proceedings of the ACM International Conference on Image and Video Retrieval,ACM,Unknown,2009,"Colum Foley, Peter Wilkins, Alan F Smeaton"
2761,DCU collaborative video search system,1,Proceedings of the ACM International Conference on Image and Video Retrieval,ACM,Unknown,2009,"Colum Foley, Peter Wilkins, Alan F Smeaton"
2762,åŸºäºŽæ„ŸçŸ¥æ¦‚å¿µå’Œæœ‰é™çŠ¶æ€æœºçš„ä½“è‚²è§†é¢‘è¯­ä¹‰å†…å®¹åˆ†æžæ¨¡åž‹,1,Unknown,Unknown,å°åž‹å¾®åž‹è®¡ç®—æœºç³»ç»Ÿ,2009,è€æ¾æ¨ï¼Œ ç™½äº®ï¼Œ åˆ˜æµ·æ¶›
2763,Diversity in image retrieval: DCU at ImageCLEFPhoto 2008,1,Workshop of the Cross-Language Evaluation Forum for European Languages,Springer Berlin Heidelberg,Unknown,2008,"Neil Oâ€™Hare, Peter Wilkins, Cathal Gurrin, Eamonn Newman, Gareth JF Jones, Alan F Smeaton"
2764,Experiences & Challenges of Supporting Social Interactive TV,1,Unknown,"Centre for Digital Video Processing & CLARITY, Dublin City University, Ireland. Retrieved from http://www. uxtv2008. org/program/social-tv-workshop-papers/ferguson. pdf",Unknown,2008,"Paul Ferguson, Cathal Gurrin, Hyowon Lee, Sorin Sav, Thomas Foures, Stephane Lacote, Alan F Smeaton, Noel Oâ€™Connor"
2765,Interaction design for personal photo management on a mobile device,1,Unknown,IGI Global,Unknown,2008,"Hyowon Lee, Cathal Gurrin, Gareth JF Jones, Alan F Smeaton"
2766,"Mobile, ubiquitous information seeking, as a group: the iBingo collaborative video retrieval system",1,Unknown,Unknown,Unknown,2008,"Alan F Smeaton, Colum Foley, Daragh Byrne, Gareth JF Jones"
2767,Event detection in pedestrian detection and tracking applications,1,International Conference on Semantic and Digital Media Technologies,Springer Berlin Heidelberg,Unknown,2007,"Philip Kelly, Noel E Oâ€™connor, Alan F Smeaton"
2768,Interactive object-based retrieval using relevance feedback,1,International Conference on Advanced Concepts for Intelligent Vision Systems,Springer Berlin Heidelberg,Unknown,2005,"Sorin Sav, Hyowon Lee, Noel Oâ€™Connor, Alan F Smeaton"
2769,Retrieving amateur video from a small collection,1,International Conference on Theory and Practice of Digital Libraries,Springer Berlin Heidelberg,Unknown,2005,"Daniela Petrelli, Dan Auld, Cathal Gurrin, Alan Smeaton"
2770,Manipulating the relevance models of existing search engines,1,European Conference on Information Retrieval,Springer Berlin Heidelberg,Unknown,2005,"OisÃ­n Boydell, Cathal Gurrin, Alan F Smeaton, Barry Smyth"
2771,Video analysis of events within chemical sensor networks,1,Unknown,Unknown,Unknown,2005,"Eddie Cooke, Noel E O'Connor, Alan F Smeaton, Dermot Diamond, Roderick Shepherd, Stephen Beirne, Brian Corcoran"
2772,ANNODEX-ing Broadcast TV News for Semantic Browsing and Retrieval,1,Unknown,Unknown,"Galway, Ireland",2005,"Alan F Smeaton, Colum Foley, Kieran McDonald"
2773,Aggregated feature retrieval for MPEG-7 via clustering,1,Proceedings of the 27th annual international ACM SIGIR conference on Research and development in information retrieval,ACM,Unknown,2004,"Jiamin Ye, Alan F Smeaton"
2774,GenIRL genomic information retrieval using links,1,Unknown,Unknown,Unknown,2004,"Stephen Blott, Gareth JF Jones, Fabrice Camous, Alan F Smeaton, Cathal Gurrin"
2775,Optimal Parameters For Segmenting A Stream Of Audio Into Speech Documents,1,ESCA Tutorial and Research Workshop (ETRW) on Accessing Information in Spoken Audio,Unknown,Unknown,1999,"Gerard Quinn, Alan Smeaton"
2776,User-mediated word shape tokens for querying document images,1,Unknown,Unknown,"Proceedings of the Third Australian Document Computing Symposium. http://www. compapp. dcu. ie/âˆ¼ asmeaton/pubs/ADCS98-crc. ps. Z (visited March 20th, 2000)",1998,"A Smeaton, Jerh O'Connor"
2777,An overview of Practical Applications of information Filtering,1,Unknown,IEEE,Unknown,1997,"Alan F Smeaton, Humphrey Sorensen"
2778,Evaluating object oriented databases,1,Unknown,THE BRITISH COMPUTER SOCIETY,Computer Bulletin,1994,"A Bateman, A Smeaton"
2779,Intelligent Searching through Hypertext Systems for Learning,1,AI and Cognitive Science'91,Springer London,Unknown,1993,"Alan F Smeaton, Catherine Guinan"
2780,Information retrieval research and ESPRIT,1,Unknown,"Wiley Subscription Services, Inc., A Wiley Company",Journal of the American Society for Information Science,1987,Alan F Smeaton
2781,Multimedia Information Retrieval: MIDI as a format for Content Based Retrieval of Audio,1,Unknown,Unknown,Unknown,Unknown,"John McDonagh, Alan F Smeaton"
2782,Visual Selective Attention System to Intervene User Attention in Sharing COVID-19 Misinformation,Unknown,Unknown,The Science and Information Organization,International Journal of Advanced Computer Science and Applications (arXiv:2110.13489),2021,"Zaid Amin, Nazlena Mohamad Ali, Alan F Smeaton"
2783,The Next Generation Multimodal Conversational Search and Recommendation,Unknown,Unknown,Unknown,Unknown,2021,"Joao Magalhaes, Tat-Seng Chua, Tao Mei, Alan Smeaton"
2784,Interpreting Super-Resolution CNNs for Sub-Pixel Motion Compensation in Video Coding,Unknown,Unknown,Unknown,Unknown,2021,"Luka Murn, Alan F Smeaton, Marta Mrak"
2785,Supporting an effective review of telecollaboration for second language learning by visualising the participation and engagement at Dublin City University,Unknown,Virtual Exchange in Higher Education: Charting the Irish Experience,Unknown,Unknown,2021,"Hyowon Lee, Michael Scriney, Aparajita Dey-Plissonneau, Alan Smeaton"
2786,Lifelogging as a Memory Prosthetic,Unknown,Unknown,Unknown,Unknown,2021,Alan F Smeaton
2787,Open-Source: Attention-Based Neural Networks For Chroma Intra Prediction In Video Coding,Unknown,2021 IEEE International Conference on Multimedia & Expo Workshops (ICMEW),IEEE,Unknown,2021,"Marc Gorriz Blanch, Saverio Blasi, Alan Smeaton, Noel E O'Connor, Marta Mrak"
2788,The L2L System for Second Language Learning Using Visualised Zoom Calls Among Students,Unknown,"16th European Conference on Technology-Enhanced Learning (EC-TEL), Bozen-Bolzano, Italy (online), September 2021",arXiv preprint arXiv:2106.13512,Unknown,2021,"Aparajita Dey-Plissonneau, Hyowon Lee, Vincent Pradier, Michael Scriney, Alan F Smeaton"
2789,Usage-based Summaries of Learning Videos,Unknown,"16th European Conference on Technology-Enhanced Learning (EC-TEL), Bozen-Bolzano, Italy (online), September 2021",arXiv preprint arXiv:2106.13504,Unknown,2021,"Hyowon Lee, Mingming Liu, Michael Scriney, Alan F Smeaton"
2790,Discerning Generic Event Boundaries in Long-Form Wild Videos,Unknown,LOVEU (LOng-form VidEo Understanding) Workshop & International Challenge @ CVPR'21,arXiv preprint arXiv:2106.10090,Unknown,2021,"Ayush K Rai, Tarun Krishna, Julia Dietlmeier, Kevin McGuinness, Alan F Smeaton, Noel E O'Connor"
2791,Improved CNN-based Learning of Interpolation Filters for Low-Complexity Inter Prediction in Video Coding,Unknown,Unknown,IEEE,IEEE Open Journal of Signal Processing,2021,"Luka Murn, Saverio Blasi, Alan F Smeaton, Marta Mrak"
2792,Attention-based Stylisation for Exemplar Image Colourisation,Unknown,Unknown,Unknown,arXiv e-prints,2021,"Marc Gorriz Blanch, Issa Khalifeh, Alan Smeaton, Noel O'Connor, Marta Mrak"
2793,Monitoring of Particulate Matter Emissions from 3D Printing Activity in the Home Setting,Unknown,Unknown,Multidisciplinary Digital Publishing Institute,Sensors,2021,"Shirin Khaki, Emer Duffy, Alan F Smeaton, Aoife Morrin"
2794,The Influence of Audio on Video Memorability with an Audio Gestalt Regulated Video Memorability System,Unknown,"18th Content-Based Multimedia Indexing (CBMI), Lille, France. arXiv preprint arXiv:2104.11568",IEEE DoI 10.1109/CBMI50038.2021.9461903,Unknown,2021,"Lorin Sweeney, Graham Healy, Alan F Smeaton"
2795,Chinese Character Decomposition for Neural MT with Multi-Word Expressions,Unknown,"23rd Nordic Conference on Computational Linguistics (NoDaLiDa), Reykjavik, Iceland, arXiv:2104.04497",Unknown,Unknown,2021,"Lifeng Han, Gareth JF Jones, Alan F Smeaton, Paolo Bolzoni"
2796,Keystroke Dynamics as Part of Lifelogging,Unknown,"27th International Conference on Multimedia Modeling, Prague, Czech Republic, https://doi.org/10.1007/978-3-030-67835-7_16",Unknown,Unknown,2021,"Alan F Smeaton, Naveen Garaga Krishnamurthy, Amruth Hebbasuru Suryanarayana"
2797,Utilising Visual Attention Cues for Vehicle Detection and Tracking,Unknown,International Conference on Pattern Recognition (ICPR) 2020 - arXiv preprint arXiv:2008.00106,Unknown,Unknown,2020,"Feiyan Hu, Noel E O'Connor, Alan F Smeaton, Suzanne Little"
2798,Investigating Memorability of Dynamic Media,Unknown,"MediaEval Multimedia Benchmark Workshop, http://ceur-ws.org/Vol-2882/",Unknown,Unknown,2020,"Phuc H Le-Khac, Ayush K Rai, Graham Healy, Alan F Smeaton, Noel E O'Connor"
2799,Using Online Implicit Association Tests in Opinion Polling,Unknown,Unknown,Unknown,arXiv preprint arXiv:2007.04183,2020,"Alan Smeaton, Hyowon Lee, Niamh Morris, David Hanley"
2800,Generative forms of multimedia content,Unknown,Opening keynote talk presented at IEEE International Conference on Multimedia and Expo (ICME),Unknown,Unknown,2020,Alan Smeaton
2801,"Advances in Visual Informatics: 6th International Visual Informatics Conference, IVIC 2019, Bangi, Malaysia, November 19â€“21, 2019, Proceedings",Unknown,Unknown,Springer Nature,Unknown,2019,"Halimah Badioze Zaman, Alan F Smeaton, Timothy K Shih, Sergio Velastin, Tada Terutoshi, Nazlena Mohamad Ali, Mohammad Nazir Ahmad"
2802,Saliency guided 2D-object annotation for instrumented vehicles,Unknown,Unknown,IEEE,Unknown,2019,"Venkatesh Gurram Munirathnam, Feiyan Hu, Noel E O'Connor, Alan F Smeaton, Zhen Yang, Suzanne Little"
2803,Challenges associated with generative forms of multimedia content (Keynote Talk),Unknown,17th Annual Conference on Content Based Multmedia Information (CBMI'2019),IEEE,Unknown,2019,Alan Smeaton
2804,Neuroscore: A Brain-inspired Evaluation Metric for Generative Adversarial Networks,Unknown,Unknown,Unknown,arXiv preprint arXiv:1905.04243,2019,"Zhengwei Wang, Qi She, Alan F Smeaton, Tomas E Ward, Graham Healy"
2805,Report from the SIGMM Emerging Leaders Symposium 2018,Unknown,Unknown,ACM,ACM SIGMultimedia Records,2019,"Alan Smeaton, Hanwang Zhang, Michael Riegler, Jia Jia, Liqiang Nie"
2806,Gender diversity in SIGMM: we'll just leave this here as well,Unknown,Unknown,PUB27,ACM SIGMultimedia Records,2019,Alan Smeaton
2807,Exploring the Impact of Training Data Bias on Automatic Generation of Video Captions,Unknown,International Conference on Multimedia Modeling,"Springer, Cham",Unknown,2019,"Alan F Smeaton, Yvette Graham, Kevin McGuinness, Noel E Oâ€™Connor, SeÃ¡n Quinn, Eric Arazo Sanchez"
2808,Predictive modelling of student reviewing behaviors in an introductory programming course,Unknown,"Educational Data Mining in Computer Science Education (CSEDM) Workshop at Educational Data Mining 2018, 15 - 18 July 2018, Buffalo, New York.",Unknown,Unknown,2018,"Yancy Vance Paredes, David Azcona, I-Han Hsiao, Alan F Smeaton"
2809,Life-Long Collections,Unknown,Unknown,Unknown,Unknown,2018,"Niamh Caprani, Paulina Piasek, Cathal Gurrin, Noel E Oâ€™Connor, Kate Irving, Alan F Smeaton"
2810,TRECVID 2017 Video to Text Description,Unknown,Unknown,Unknown,Unknown,2017,"Asad A Butt, George M Awad, Alan Smeaton"
2811,Dublin City University participation in the VTT track at TRECVid 2017,Unknown,"Proceedings of TREVid, NIST, Gaithersburg, Md., USA",Unknown,Unknown,2017,"Haithem Afli, Feiyan Hu, Jinhua Du, Daniel Cosgrove, Kevin McGuinness, Noel E O'Connor, Eric Arazo Sanchez, Jiang Zhou, Alan F Smeaton"
2812,A neural basis for the implementation of deep learning and artificial intelligence,Unknown,"Invited Keynote talk at ICIMÎ¼2017 Powering Information Society through Data Analytics, Putrajaya, Kuala Lumpur, Malaysia",Unknown,Unknown,2017,Alan F Smeaton
2813,Insights from data analytics Into Our Personal Sensor data,Unknown,"2nd MMHealth Workshop 2017 Where Multimedia and Health Meet @ ACM Multimedia 2017, October 23-27, 2017 , Mountain View, Calif.. ISBN 978-1-4503-5504-9",ACM Press,Unknown,2017,Alan Smeaton
2814,A deep convolutional neural network for brain tissue segmentation in Neonatal MRI,Unknown,"The 10th International Conference on Brain Monitoring and Neuroprotection in the Newborn, Killarney, Ireland.",Unknown,Unknown,2017,"Keelin Murphy, Geraldine B Boylan, Alan F Smeaton, Kevin McGuinness"
2815,Modifying executive function and self-regulatory behaviours in developmental dyslexia: cognitive and neural bases of response inhibition,Unknown,"International Conference Cognitive Neuroscience of Executive Functions, 28-30 Sept 2017, Pavia, Italy.",Unknown,Unknown,2017,"Caoilainn Doyle, Aoife Lonergan, Alan F Smeaton, Geraldine Scanlon, Jessica Brahman, Richard Roche, Lorraine Boran"
2816,Wearable cameras for studying childrenâ€™s beverage environments,Unknown,"Annual Meeting of the International Society of Behavioral Nutrition and Physical Activity, Victoria, Canada",Unknown,Unknown,2017,"Moira Smith, James Stanley, Michelle Barr, Tim Chambers, Alexis Balina, Cliona Ni Mhurchu, Alan Smeaton, Cathal Gurrin, Jiang Zhou, Aaron Duane, Nick Wilson, Louise Signal"
2817,An Annotation System for Egocentric Image Media,Unknown,International Conference on Multimedia Modeling,"Springer, Cham",Unknown,2017,"Aaron Duane, Jiang Zhou, Suzanne Little, Cathal Gurrin, Alan F Smeaton"
2818,Open Access to Publications and to Data from Publicly Funded Research. Ireland and the World,Unknown,Unknown,Education Matters,Education Matters Yearbook,2017,Alan F Smeaton
2819,The Influence of Twitter Sentiment in the EU Emissions Trading Scheme,Unknown,"Energy and Commodity Finance Conference (ENCOMFIN), Paris, France",Unknown,Unknown,2016,"Peter Deeney, Mark Cummins, Michael Dowling, Alan F Smeaton"
2820,Watching the watchers: quantifying the duration and nature of childrenâ€™s after-school screen time,Unknown,Unknown,Unknown,Obesity Reviews,2016,"Belinda Lowe, Moira Smith, Richard Jaine, Michelle Barr, Tim Chambers, James Stanley, Jiang Zhou, Aaron Duane, Cathal Gurrin, Alan Smeaton, Cliona Ni Mhurchu, Louise Signal"
2821,Cultural heritage: from preservation to access to promotion to where ? (Invited Keynote Presentation),Unknown,"13th Annual Digital Research in Arts and Humanaities Conference, DRHA 2015",Dublin City University,Unknown,2015,Alan F Smeaton
2822,EEG-based saliency maps,Unknown,"IEEE 2015 Conference on Computer Vision and Pattern Recognition, Boston, Mass. (Women in Computer Vision workshop)",Unknown,Unknown,2015,"Eva Mohedano, Graham Healy, Kevin McGuinness, Xavi GirÃ³-i-Nieto, Noel E O'Connor, Alan F Smeaton"
2823,Behavioral periodicity detection from 24h waveform wrist accelerometry,Unknown,International Conference on Ambulatory Monitoring of Physical Activity and Movement (ICAMPAM),Unknown,Unknown,2015,"Matthew P Buman, Feiyan Hu, Eamonn Newman, Alan F Smeaton, Dana R Epstein"
2824,Mining access logs with predictive analytics to improve student performance,Unknown,"EdTech 2015, Irish Learning Technology Association Conference, Limerick, Ireland.",Unknown,Unknown,2015,"Owen Corrigan, Mark Glynn, Alan F Smeaton, SinÃ©ad Smyth"
2825,Dementia ambient care: ethical issues arising from the use of a home-based multi-sensor support system,Unknown,8th International Association of Gerontology and Geriatrics European Region (IAGG-ER) Congress,Unknown,Unknown,2015,"Louise Hopper, Eamonn Newman, Alan F Smeaton, Kate Irving"
2826,Proceedings of the 23rd ACM international conference on Multimedia,Unknown,Unknown,ACM,Unknown,2015,"Xiaofang Zhou, Alan F Smeaton, Qi Tian, Dick CA Bulterman, Heng Tao Shen, Ketan Mayer-Patel, Shuicheng Yan"
2827,"Advances in Visual Informatics: 4th International Visual Informatics Conference, IVIC 2015, Bangi, Malaysia, November 17-19, 2015, Proceedings",Unknown,Unknown,Cham: Springer,Lecture Notes in Computer Science,2015,"Halimah Badioze Zaman, Peter Robinson, Alan F Smeaton, Timothy K Shih, Sergio Velastin, Azizah Jaafar, Nazlena Mohamad Ali"
2828,TREC video retrieval evaluation TRECVID 2014,Unknown,Unknown,National Institute of Standards and Technology (NIST),"2014 TREC Video Retrieval Evaluation, (TRECVid) 10-12 November 2014",2014,"P Over, A Smeaton, G Awad, W Kraaij, A Ellis, D Dimmick, G QuÃ©not, J Fiscus, S Strassel, M Shah, D Joy, X Li, C Place, G Sanders, T LaPrarie, M Michel"
2829,"Development of a sensitive, low-cost and user-friendly centrifugal microfluidic cartridge for multi-analyte environmental monitoring",Unknown,"Sensors in the Environment 2014, 15-16 Oct 2014, Imperial College, London, UK.",Unknown,Unknown,2014,"Tom Glennon, Patrick Floris, Conor O'Quigley, Eoghan McNamara, Yang Yang, Kevin J Fraser, Alan F Smeaton, Jens DucrÃ©e, Dermot Diamond"
2830,Data analytics research in public universities,Unknown,"Conference on Digital Experimentation (CODE), 10-11 Oct 2014, MIT, Boston, USA.",Unknown,Unknown,2014,Alan F Smeaton
2831,Development of a portable multi-parameter centrifugal microfluidic analysis system (CMAS) for water quality monitoring,Unknown,"In: MFHS 2014 â€“ 2nd International Conference on MicroFluidic Handling Systems, 8-10 October, Freiburg, Germany.",Unknown,Unknown,2014,"Patrick Floris, Tom Glennon, Conor O'Quigley, Eoghan McNamara, Yang Yang, Jens Ducree, Alan F Smeaton, Dermot Diamond, Kevin J Fraser"
2832,Special Issue Best Papers of ACM MULTIMEDIA 2013,Unknown,Unknown,ACM,"ACM Transactions on Multimedia Computing, Communications, and Applications (TOMM)",2014,"Ralf Steinmetz, Gheorghita Ghinea, Christian Timmerer, Weisi Lin, Stephen Gulliver, Zheng-Jun Zha, Lei Zhang, Max MÃ¼hlhÃ¤user, Alan F Smeaton"
2833,Proceedings of the 8th Irish Human Computer Interaction Conference,Unknown,Unknown,Dublin City University,Unknown,2014,"Rami Albatal, Julie Doyle, Yang Yang, Alan F Smeaton, Niamh Caprani"
2834,Recommendations for Incorporating Lifelogging Technologies into Therapeutic Approaches for People with Dementia,Unknown,Unknown,Springer London Ltd.,Irish Journal of Medical Science,2014,"Paulina Piasek, Alan Smeaton, Kate Irving"
