,Title,Citation,Conference,Publisher,Journal,Date,Authors
1129,Video mail retrieval using voice: report on keyword definition and data collection (deliverable report on VMR task No. 1),4,Unknown,"University of Cambridge, Computer Laboratory",Unknown,1994,"GJF Jones, JT Foote, K SpÃ¤rck Jones, SJ Young"
1130,Isolated-word sentence recognition using probabilistic context-free grammar,4,IEE Colloquium on Systems and Applications of Man-Machine Interaction Using Speech I/O,IET,Unknown,1991,"Gareth JF Jones, Jeremy H Wright, EN Wrigley, Michael J Carey"
1131,Report on results of the WP1 first evaluation phase,4,Unknown,Unknown,Khresmoi project deliverable D,Unknown,"Niraj Aswani, Liadh Kelly, Mark Greenwood, Angus Roberts, Matthias Samwald, Natalia Pletneva, Gareth Jones, Lorraine Goeuriot"
1132,Translation Quality Assessment: A Brief Survey on Manual and Automatic Methods,3,Unknown,Unknown,Unknown,2021,"Lifeng Han, Gareth JF Jones, Alan F Smeaton"
1133,"Working Notes Proceedings of the MediaEval 2019 Workshop, Sophia Antipolis, France, 27-30 October 2019",3,Unknown,[Sl]: CEUR-WS. org,"Larson, MA; Hicks, SA; Constantin, MG (ed.), MediaEval 2019: Multimedia Benchmark Workshop Working Notes Proceedings of the MediaEval 2019 Workshop Sophia Antipolis, France, 27-30 October 2019",2020,"Martha A Larson, Steven Alexander Hicks, Mihai Gabriel Constantin, Benjamin Bischke, Alastair Porter, Peijian Zhao, Mathias Lux, Laura Cabrera Quiros, Jordan Calandre, Gareth Jones"
1134,DCU at the NTCIR-14 OpenLiveQ-2 task,3,Unknown,Unknown,NTCIR-14 Conference,2019,"Piyush Arora, Gareth JF Jones"
1135,DCU at the TREC 2019 Conversational Assistance Track.,3,TREC,Unknown,Unknown,2019,"Piyush Arora, Abhishek Kaushik, Gareth JF Jones"
1136,About Sound and Vision: CLEF Beyond Text Retrieval Tasks,3,Unknown,"Springer, Cham",Unknown,2019,Gareth JF Jones
1137,Procrastination is the Thief of Time: Evaluating the Effectiveness of Proactive Search Systems,3,Unknown,Unknown,Unknown,2018,"Procheta Sen, Debasis Ganguly, Gareth Jones"
1138,Identification of emphasised regions in audio-visual presentations,3,"Proceedings of the 4th European and 7th Nordic Symposium on Multimodal Communication (MMSYM 2016), Copenhagen, 29-30 September 2016",LinkÃ¶ping University Electronic Press,Unknown,2017,"Keith Curtis, Gareth JF Jones, Nick Campbell"
1139,Identifying useful and important information within retrieved documents,3,Unknown,Unknown,Unknown,2017,"Piyush Arora, Gareth JF Jones"
1140,Identifying effective translations for cross-lingual arabic-to-english user-generated speech search,3,Unknown,Association for Computational Linguistics,Unknown,2017,"Ahmad Khwileh, Haithem Afli, Gareth JF Jones, Andy Way"
1141,On the effectiveness of contextualisation techniques in spoken query spoken content retrieval,3,Unknown,Unknown,Unknown,2016,"David N Racca, Gareth JF Jones"
1142,Investigating segment-based query expansion for user-generated spoken content retrieval,3,2016 14th International Workshop on Content-Based Multimedia Indexing (CBMI),IEEE,Unknown,2016,"Ahmad Khwileh, Gareth JF Jones"
1143,An investigation of cross-language information retrieval for user-generated internet video,3,International Conference of the Cross-Language Evaluation Forum for European Languages,"Springer, Cham",Unknown,2015,"Ahmad Khwileh, Debasis Ganguly, Gareth JF Jones"
1144,DCU at the NTCIR-11 SpokenQuery&Doc task,3,Unknown,Unknown,Unknown,2014,"David Racca, Gareth JF Jones"
1145,Dcu@ fire-2014: fuzzy queries with rule-based normalization for mixed script information retrieval,3,Unknown,Unknown,Unknown,2014,"Debasis Ganguly, Santanu Pal, Gareth JF Jones"
1146,D7. 2 Meta-analysis of the first phase of empirical and user-centered evaluations,3,Unknown,Unknown,Khresmoi public deliverable,2013,"Lorraine Goeuriot, Olivier Hamon, Allan Hanbury, Gareth Jones, Liadh Kelly, Johannes Leveling, Joshua Robertson, Ales Tamchyna"
1147,Mediaeval 2013 visual privacy task: Warping-based privacy protection tool,3,Unknown,Unknown,CEUR Workshop Proceedings,2013,"Pavel Korshunov, Touradj Ebrahimi"
1148,"The 36th International ACM SIGIR conference on research and development in Information Retrieval, SIGIRâ€™13, Dublin, Ireland-July 28-August 01, 2013",3,Unknown,ACM,Unknown,2013,"Gareth JF Jones, Paraic Sheridan, Diane Kelly, MD Rijke, Tetsuya Sakai"
1149,Method of and a system for retrieving information,3,Unknown,Unknown,Unknown,2012,Unknown
1150,Towards evaluation of personalized and collaborative information retrieval,3,Unknown,Unknown,Unknown,2011,"Debasis Ganguly, Johannes Leveling, Wei Li, Gareth JF Jones"
1151,Segmenting and summarizing general events in a long-term lifelog,3,Unknown,Unknown,Unknown,2011,"Yi Chen, Gareth JF Jones, Debasis Ganguly"
1152,DCU at MediaEval 2011: Rich Speech Retrieval,3,Unknown,CEUR Proceedings of the MediaEval 2011 Workshop,Unknown,2011,"Maria Eskevich, Gareth JF Jones"
1153,DCU and ISI@ INEX 2010: Adhoc and data-centric tracks,3,International Workshop of the Initiative for the Evaluation of XML Retrieval,"Springer, Berlin, Heidelberg",Unknown,2010,"Debasis Ganguly, Johannes Leveling, Gareth JF Jones, Sauparna Palchowdhury, Sukomal Pal, Mandar Mitra"
1154,An affect-based video retrieval system with open vocabulary querying,3,International Workshop on Adaptive Multimedia Retrieval,"Springer, Berlin, Heidelberg",Unknown,2010,"Ching Hau Chan, Gareth JF Jones"
1155,Query recovery of short user queries: on query expansion with stopwords,3,Unknown,Unknown,Unknown,2010,"Johannes Leveling, Gareth JF Jones"
1156,Document expansion for text-based image retrieval at WikipediaMM 2010,3,Unknown,Unknown,Unknown,2010,"Jinming Min, Johannes Leveling, Gareth JF Jones"
1157,Memory support for desktop search,3,Unknown,Unknown,Unknown,2010,"Yi Chen, Liadh Kelly, Gareth JF Jones"
1158,Digital life stories: narrating personal experience from SenseCam collections,3,Unknown,Unknown,Unknown,2009,"Daragh Byrne, Gareth JF Jones"
1159,Exploring digital elements for visualizing time in personal information re-finding,3,Unknown,Unknown,Unknown,2009,"Yi Chen, Gareth JF Jones"
1160,Hybrid and interactive domain-specific translation for multilingual access to digital libraries,3,Unknown,"Springer, Berlin, Heidelberg",Unknown,2009,"Gareth JF Jones, Marguerite Fuller, Eamonn Newman, Ying Zhang"
1161,Multimedia retrieval in MultiMatch: The impact of speech transcript errors on search behaviour,3,Unknown,Unknown,Unknown,2008,"James Carmichael, Paul Clough, Eamonn Newman, Gareth JF Jones"
1162,Visualising bluetooth interactions: Combining the arc diagram and docuburst techniques,3,Unknown,British Computer Society,Unknown,2007,"Daragh Byrne, Barry Lavelle, Gareth JF Jones, Alan F Smeaton"
1163,Dublin City University at CLEF 2006: experiments for the ImageCLEF photo collection standard ad hoc task,3,Workshop of the Cross-Language Evaluation Forum for European Languages,"Springer, Berlin, Heidelberg",Unknown,2006,"Kieran McDonald, Gareth JF Jones"
1164,Object-based access to TV rushes video,3,European Conference on Information Retrieval,"Springer, Berlin, Heidelberg",Unknown,2006,"Alan F Smeaton, Gareth JF Jones, Hyowon Lee, Noel E Oâ€™Connor, Sorin Sav"
1165,Automated Annotation of Multimedia Audio Data with Affective Labels for Information Management.,3,PRIS,Unknown,Unknown,2005,"Ching Hau Chan, Gareth JF Jones"
1166,Exeter at CLEF 2003: Cross-language spoken document retrieval experiments,3,Workshop of the Cross-Language Evaluation Forum for European Languages,"Springer, Berlin, Heidelberg",Unknown,2003,"Gareth JF Jones, Adenike Lam-Adesina"
1167,Cross-language information retrieval: consolidating and moving forwards,3,Unknown,Springer Berlin,Unknown,2002,Gareth JF Jones
1168,Incremental relevance feedback in japanese text retrieval,3,Unknown,Kluwer Academic Publishers,Information Retrieval,2000,"Gareth Jones, Tetsuya Sakai, Masahiro Kajiura, Kazuo Sumita"
1169,Spoken document retrieval-a multimedia tool,3,Unknown,University of Nevada,Proceedings of the 4th Annual Symposium on Document Analysis and Information Retrieval,1995,"K Sparck Jones, J Foote, G Jones, SJ Young"
1170,Retrieving spoken documents: VMR project experiments,3,Unknown,"University of Cambridge, Computer Laboratory",Unknown,1995,"K SpÃ¤rck Jones, GJF Jones, JT Foote, SJ Young"
1171,Spoken document retrieval-a multimedia tool,3,Unknown,Unknown,The 4th Annual Symposium on Document Analysis and Information Retrieval,1995,"K Sparck Jones, J Foote, G Jones, SJ Young"
1172,Training and application of integrated grammar/bigram language models,3,International Colloquium on Grammatical Inference,"Springer, Berlin, Heidelberg",Unknown,1994,"Jeremy H Wright, Gareth JF Jones, Harvey Lloyd-Thomas"
1173,Multi-view conversational search interface using a dialogue-based agent,2,European Conference on Information Retrieval,"Springer, Cham",Unknown,2021,"Abhishek Kaushik, Nicolas Loir, Gareth JF Jones"
1174,AlphaMWE: Construction of multilingual parallel corpora with MWE annotations,2,Unknown,Unknown,arXiv preprint arXiv:2011.03783,2020,"Lifeng Han, Gareth Jones, Alan Smeaton"
1175,Response to LiveBot: Generating Live Video Comments Based on Visual and Textual Contexts,2,Unknown,Unknown,arXiv preprint arXiv:2006.03022,2020,"Hao Wu, Gareth JF Jones, Francois Pitie"
1176,DCU at the FIRE 2020 Retrieval from Conversational Dialogues (RCD) task.,2,FIRE (Working Notes),Unknown,Unknown,2020,"Abhishek Kaushik, Vishal Bhat Ramachandra, Gareth JF Jones"
1177,Multimodal Speaker Adaptation of Acoustic Model and Language Model for Asr Using Speaker Face Embedding,2,"ICASSP 2019-2019 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",IEEE,Unknown,2019,"Yasufumi Moriya, Gareth JF Jones"
1178,A Two-stage Transfer Learning Approach for Storytelling Linking.,2,TRECVID,Unknown,Unknown,2018,"Hao Wu, Gareth JF Jones, FranÃ§ois PitiÃ©, SÃ©amus Lawless"
1179,A non-parametric topical relevance model,2,Unknown,Springer Netherlands,Information Retrieval Journal,2018,"Debasis Ganguly, Gareth JF Jones"
1180,Development of an annotated multimodal dataset for the investigation of classification and summarisation of presentations using high-level paralinguistic features,2,Proceedings of the Eleventh International Conference on Language Resources and Evaluation (LREC 2018),Unknown,Unknown,2018,"Keith Curtis, Nick Campbell, Gareth Jones"
1181,A proposed method for laboratory-based evaluation of personalised information retrieval,2,Unknown,Unknown,Proceedings of WEPIR 2018,2018,"Gareth JF Jones, Gabriella Pasi, Andrea Angiolillo, Camilla Sanvitto"
1182,Summarising Academic Presentations using Linguistic and Paralinguistic Features.,2,VISIGRAPP (2: HUCAPP),Unknown,Unknown,2018,"Keith Curtis, Gareth JF Jones, Nick Campbell"
1183,Evaluation of Personalised Information Retrieval at CLEF 2017 (PIR-CLEF): Towards a Reproducible Evaluation Framework for PIR.,2,CLEF (Working Notes),Unknown,Unknown,2017,"Gabriella Pasi, Gareth JF Jones, Stefania Marrara, Camilla Sanvitto, Debasis Ganguly, Procheta Sen"
1184,Comparative evaluation of query expansion methods for enhanced search on microblog data: DCU ADAPT@ SMERP 2017 workshop data challenge,2,Unknown,CEUR-WS,Unknown,2017,"Wei B Li, Gareth JF Jones"
1185,Nearest neighbour based transformation functions for text classification: A case study with stackoverflow,2,Unknown,Unknown,Unknown,2016,"Piyush Arora, Debasis Ganguly, Gareth JF Jones"
1186,Position paper: Promoting user engagement and learning in search tasks by effective document representation,2,Unknown,CEUR,Unknown,2016,"Piyush Arora, Gareth JF Jones"
1187,"Overview of the 2015 workshop on speech, language and audio in multimedia",2,Unknown,Unknown,Unknown,2015,"Guillaume Gravier, Gareth F Jones, Martha Larson, Roeland Ordelman"
1188,Enhancing medical information retrieval by exploiting a content-based recommender method,2,International Conference of the Cross-Language Evaluation Forum for European Languages,"Springer, Cham",Unknown,2015,"Wei Li, Gareth JF Jones"
1189,DCU ADAPT@ TRECVid 2015: Video Hyperlinking Task.,2,TRECVID,Unknown,Unknown,2015,"Shu Chen, Keith Curtis, David Nicolas Racca, Liting Zhou, Gareth JF Jones, Noel E O'Connor"
1190,"Report on CLEF 2015: Experimental IR Meets Multilinguality, Multimodality, and Interaction",2,Unknown,Unknown,Unknown,2015,"Linda Cappellato, Nicola Ferro, Gareth JF Jones, Jaap Kamps, Josiane Mothe, Karen Pinel-Sauvagnat, Eric San Juan, Jacques Savoy"
1191,Recording and Analyzing Benchmarking Results: The Aims of the MediaEval Working Notes Proceedings.,2,MediaEval,Unknown,Unknown,2015,"Martha A Larson, Gareth JF Jones, Bogdan Ionescu, Mohammad Soleymani, Guillaume Gravier"
1192,Khresmoi professional: multilingualsSemantic search for medical professionals,2,Unknown,Unknown,Unknown,2013,"Liadh Kelly, Allan Hanbury, Gareth JF Jones, Lorraine Goeuriot, Henning Mueller"
1193,A study into annotation ranking metrics in geo-tagged image corpora,2,Unknown,Unknown,Unknown,2012,"Mark Hughes, Gareth JF Jones, Noel E O'Connor"
1194,Considering subjects and scenarios in large-scale user-centered evaluation of a multilingual multimodal medical search system,2,Unknown,Unknown,Unknown,2012,"Liadh Kelly, Lorraine Goeuriot, Gareth JF Jones"
1195,A machine learning approach to determining tag relevance in geotagged Flickr imagery,2,2012 13th International Workshop on Image Analysis for Multimedia Interactive Services,IEEE,Unknown,2012,"Mark Hughes, Noel E O'Connor, Gareth JF Jones"
1196,Panel presentation,2,Unknown,Unknown,Unknown,2012,"Gareth Jones, Jussi Karlgren, Karl Kreiner, Henning MÃ¼ller, Sanna SalanterÃ¤"
1197,Towards' Cranfield'test collections for personal data search evaluation,2,Unknown,Unknown,Unknown,2011,"Liadh Kelly, Gareth JF Jones"
1198,A new metric for patent retrieval evaluation,2,Unknown,Unknown,Unknown,2010,"Walid Magdy, Gareth JF Jones"
1199,DCU's experiments in NTCIR-8 IR4QA task,2,Unknown,National Institute of Informatics,Unknown,2010,"Jinming Min, Jie Jiang, Johannes Leveling, Gareth JF Jones, Andy Way"
1200,Document expansion for text-based image retrieval at CLEF 2009,2,Workshop of the Cross-Language Evaluation Forum for European Languages,"Springer, Berlin, Heidelberg",Unknown,2009,"Jinming Min, Peter Wilkins, Johannes Leveling, Gareth JF Jones"
1201,CLEF 2008,2,Unknown,Springer,Unknown,2009,"Carol Peters, T Deselaers, N Ferro, J Gonzalo, G Jones, M Kurimo, T Mandl, A PeÃ±as, V Petras"
1202,Semi-automatic semantic enrichment of raw sensor data,2,Unknown,Springer-Verlag,Unknown,2007,"Nicolas Legeay, Mark Roantree, Gareth JF Jones, Noel E O'Connor, Alan F Smeaton"
1203,ä¸€ç§åŸºäºŽåŸºæœ¬è¯­ä¹‰å•å…ƒåˆæˆ Petri ç½‘çš„è¶³çƒè§†é¢‘æŸ¥è¯¢æè¿°æ¨¡åž‹,2,Unknown,Unknown,è®¡ç®—æœºç ”ç©¶ä¸Žå‘å±•,2006,è€æ¾æ¨ï¼Œ é»„å¹¿è¿žï¼Œ Alan F Smeatonï¼Œ Gareth J F. Jonesï¼Œ Hyowon Lee
1204,Beyond English text: Multilingual and multimedia information retrieval,2,Unknown,"Springer, Dordrecht",Unknown,2005,Gareth JF Jones
1205,Mediassist: Managing personal digital photo archives,2,Unknown,ERCIM,ERCIM News,2005,"Noel Murphy, Cathal Gurrin, Gareth JF Jones"
1206,Integrated intelligent knowledge management,2,Unknown,Unknown,Achieving Human-Level Intelligence through Integrated Systems and Research: Papers from the AAAI 2004 Fall Symposium,2004,GF Jones
1207,Context-aware retrieval for pervasive computing environments,2,Unknown,Unknown,"IEEE International Conference Proceedings on Pervasive Computing, Zurich, Switzerland (August 2002)",2002,"PJ Brown, GJF Jones"
1208,Using Java to embed complex simulation media into surgical training environments,2,Proceedings 2000 IEEE EMBS International Conference on Information Technology Applications in Biomedicine. ITAB-ITIS 2000. Joint Meeting Third IEEE EMBS International Conference on Information Technol,IEEE,Unknown,2000,"S Grange, G Jones, T Bunker"
1209,Exploring the incorporation of acoustic information into term weights for spoken document retrieval,2,Unknown,Unknown,Proceedings of the BCS Information Retrieval Specialist Group Colloquium on Information Retrieval Research,2000,Gareth JF Jones
1210,Cross-Language Information Access a case study for English and Japanese,2,Unknown,Unknown,æƒ…å ±å‡¦ç†å­¦ä¼šç ”ç©¶å ±å‘Šè‡ªç„¶è¨€èªžå‡¦ç† (NL),1998,"Gareth Jones, Nigel Collier, Tetsuya Sakai, Kazuo Sumita, Hideki Hirakawa"
1211,Video Mail Retrieval using voice: Report on topic spotting,2,Unknown,"University of Cambridge, Computer Laboratory",Unknown,1997,"GJF Jones, JT Foote, K Sparck Jones, SJ Young"
1212,Application of linguistic models to continuous speech recognition.,2,Unknown,Unknown,Unknown,1994,Gareth James Francis Jones
1213,Language model training and robust parsing for speech recognition,2,Unknown,Unknown,Unknown,1994,"JHG Wright, GJF Jones, H Lloyd-Thomas"
1214,Investigating Automated Mechanisms for Multi-Modal Prediction of User Online-Video Commenting Behaviour,1,2021 International Conference on Content-Based Multimedia Indexing (CBMI),IEEE,Unknown,2021,"Hao Wu, FranÃ§ois PitiÃ©, Gareth JF Jones"
1215,Cold Start Problem For Automated Live Video Comments,1,Proceedings of the Third Workshop on Multimodal Artificial Intelligence,Unknown,Unknown,2021,"Hao Wu, FranÃ§ois PitiÃ©, Gareth Jones"
1216,Overview of the Supporting and Understanding of Conversational Dialogues (SUD) Workshop,1,Unknown,Unknown,Unknown,2021,"Debasis Ganguly, Manisha Verma, Procheta Sen, Dipasree Pal, Gareth JF Jones"
1217,Kernel Density Estimation based Factored Relevance Model for Multi-Contextual Point-of-Interest Recommendation,1,Unknown,Unknown,arXiv preprint arXiv:2006.15679,2020,"Anirban Chakraborty, Debasis Ganguly, Annalina Caputo, Gareth JF Jones"
1218,An investigative study of multi-modal cross-lingual retrieval,1,Proceedings of the workshop on Cross-Language Search and Summarization of Text and Speech (CLSSTS2020),Unknown,Unknown,2020,"Piyush Arora, Dimitar Shterionov, Yasufumi Moriya, Abhishek Kaushik, Daria Dzendzik, Gareth Jones"
1219,Algorithm-Performance Personas â€˜for Siamese Meta-Learning and Automated Algorithm Selection,1,Unknown,Unknown,7th ICML Workshop on Automated Machine Learning (AutoML 2020),2020,"Bryan Tyrrell, Edward Bergman, GJ Jones, Joeran Beel"
1220,Second Workshop on Evaluation of Personalisation in Information Retrieval (WEPIR 2019),1,Unknown,Unknown,Unknown,2019,"Gareth JF Jones, Nicholas J Belkin, SÃ©amus Lawless, Gabriella Pasi"
1221,WEPIR 2018: Workshop on evaluation of personalisation in information retrieval,1,Unknown,Unknown,Unknown,2018,"Gareth JF Jones, Nicholas J Belkin, SÃ©amus Lawless, Gabriella Pasi"
1222,Report on the sigir 2016 workshop on medical information retrieval (medir),1,Unknown,ACM,Unknown,2017,"Lorraine Goeuriot, Steven Bedrick, Gareth JF Jones, Anastasia Krithara, Henning MÃ¼ller, George Paliouras"
1223,A gamified approach to relevance judgement,1,International Conference of the Cross-Language Evaluation Forum for European Languages,"Springer, Cham",Unknown,2016,"Debasis Ganguly, Gareth JF Jones"
1224,Developing a Dataset for Evaluating Approaches for Document Expansion with Images,1,Proceedings of the Tenth International Conference on Language Resources and Evaluation (LREC'16),Unknown,Unknown,2016,"Debasis Ganguly, Iacer Calixto, Gareth Jones"
1225,Context-driven dimensionality reduction for clustering text documents,1,Unknown,Unknown,Unknown,2015,"Debasis Ganguly, Johannes Leveling, Gareth JF Jones"
1226,A computational study of the factors affecting the electrical conductance of long chain n-porphyrin di-thiols,1,Unknown,North-Holland,Physica B: Condensed Matter,2014,"G Jones, Watheq Elias, M Elliott, CC Matthai"
1227,Porting a summarizer to the French language,1,Unknown,Unknown,Unknown,2014,"RÃ©mi Bois, Johannes Leveling, Lorraine Goeuriot, Gareth JF Jones, Liadh Kelly"
1228,Speech search: techniques and tools for spoken content retrieval,1,Unknown,Unknown,Unknown,2014,Gareth JF Jones
1229,Iterative Refinement Methods for Enhanced Information Retrieval,1,Unknown,Unknown,International journal of intelligent systems,2014,"Dong Zhou, Mark Truran, Jianxun Liu, Wei Li, Gareth Jones"
1230,DCU@ Morpheme extraction task of FIRE-2012: Rule-based stemmers for Bengali and Hindi,1,Unknown,Unknown,Unknown,2013,"Debasis Ganguly, Johannes Leveling, Gareth JF Jones"
1231,Applying query formulation and fusion techniques for cross language news story search,1,Unknown,Unknown,Unknown,2013,"Piyush Arora, Jennifer Foster, Gareth JF Jones"
1232,Proceedings of the MediaEval 2013 Multimedia Benchmark Workshop,1,MediaEval 2013 Multimedia Benchmark Workshop,CEUR Workshop Proceedings at CEUR-WS. org/Vol-1043/,Unknown,2013,"Martha Larson, Xavier Anguera, Timo Reuter, Gareth JF Jones, Bogdan Ionescu, Markus Schedl, Tomas Piatrik, Claudia Hauff, Mohammed Soleymani"
1233,Enhanced Information Retrieval by Exploiting Recommender Techniques in Cluster-Based Link Analysis,1,Proceedings of the 2013 Conference on the Theory of Information Retrieval,ACM,Unknown,2013,"Wei Li, Gareth JF Jones"
1234,Khresmoi professional: Multilingual semantic search for medical professionals,1,Unknown,Unknown,Unknown,2013,"Niraj Aswani, Thomas Beckers, Erich Birngruber, CÃ©lia Boyer, Andreas Burner, Jakub BystroÅˆ, Khalid Choukri, Sarah Cruchet, Hamish Cunningham, Jan DÄ›dek, Ljiljana Dolamic, RenÃ© Donner, Sebastian Dungs, Ivan Eggel, Antonio Foncubierta-RodrÃ­guez, Norbert Fuhr, Adam Funk, Alba Garcia Seco De Herrera, Arnaud Gaudinat, Georgi Georgiev, Julien Gobeill, Lorraine Goeuriot, Paz Gomez, Mark Greenwood, Manfred Gschwandtner, Allan Hanbury, Jan HajiÄ, Jaroslava HlavÃ¡ÄovÃ¡, Markus Holzer, Gareth Jones, Blanca Jordan, Matthias Jordan, Klemens Kaderk, Franz Kainberger, Liadh Kelly, Sascha Kriewel, Marlene Kritz, Georg Langs, Nolan Lawson, Dimitrios Markonis, IvÃ¡n Martinez, Vassil Momtchev, Alexandre Masselot, HÃ©lÃ¨ne Mazo, Henning MÃ¼ller, Pavel Pecina, Konstantin Pentchev, Deyan Peychev, Natalia Pletneva, Diana Pottecherc, Angus Roberts, Patrick Ruch, Alexander Sachs, Matthias Samwald, Piscille Schneller, Veronika Stefanov, Miguel Angel Tinte, Alejandro Vargas, Dina Vishnyakova"
1235,Test collections for medical information retrieval evaluation,1,Unknown,Unknown,Unknown,2013,"Lorraine Goeuriot, Liadh Kelly, Gareth JF Jones"
1236,DCU at NTCIR-10 SpokenDoc2 passage retrieval task,1,Unknown,Unknown,Unknown,2013,"Maria Eskevich, Gareth JF Jones"
1237,Utilizing recommender algorithms for enhanced information retrieval,1,Unknown,Le Centre de Hautes Etudes Internationales D'Informatique Documentaire,Unknown,2013,"Wei B Li, Gareth JF Jones"
1238,Bengali (Bangla) information retrieval,1,Unknown,IGI Global,Unknown,2013,"Debasis Ganguly, Johannes Leveling, Gareth JF Jones"
1239,Term conflation and blind relevance feedback for information retrieval on indian languages,1,Unknown,"Springer, Berlin, Heidelberg",Unknown,2013,"Johannes Leveling, Debasis Ganguly, Gareth JF Jones"
1240,Approximate sentence retrieval for scalable and efficient example-based machine translation,1,Unknown,Unknown,Unknown,2012,"Debasis Ganguly, Johannes Leveling, Sandipan Dandapat, Gareth JF Jones"
1241,Visual and geographical data fusion to classify landmarks in geo-tagged images,1,Unknown,Logos Verlag Berlin,Unknown,2012,"Mark Hughes, Gareth JF Jones, Noel E O'Connor"
1242,Making results fit into 40 characters: a study in document rewriting,1,Unknown,Unknown,Unknown,2012,"Johannes Leveling, Gareth JF Jones"
1243,External query reformulation for text-based image retrieval,1,International Symposium on String Processing and Information Retrieval,"Springer, Berlin, Heidelberg",Unknown,2011,"Jinming Min, Gareth JF Jones"
1244,Same query-different results? A study of repeat queries in search sessions,1,Unknown,Unknown,Unknown,2011,"Johannes Leveling, Gareth JF Jones"
1245,A strategy for evaluating search of â€œRealâ€ personal information archives,1,Unknown,Unknown,Unknown,2011,"Gareth JF Jones, Yi Chen"
1246,Towards methods for efficient access to spoken content in the ami corpus,1,Unknown,Unknown,Unknown,2010,"Gareth JF Jones, Maria Eskevich, Ãgnes Gyarmati"
1247,DCU at MediaEval 2010â€“Tagging Task WildWildWeb,1,Unknown,Unknown,Unknown,2010,"Ãgnes Gyarmati, Gareth JF Jones"
1248,Supporting episodic memory from personal lifelog archives using SenseCam and contextual cues,1,Unknown,Unknown,Unknown,2010,"Yi Chen, Liadh Kelly, Gareth JF Jones"
1249,Desktop search,1,Unknown,Unknown,"Workshop of the 33rd Annual International, ACM SIGIR Conference on Research and Developmentin Information Retrieval",2010,"David Elsweiler, Gareth JF Jones, Liadh Kelly, Jaime Teevan"
1250,Exploring sentence level query expansion in language modeling based information retrieval,1,Unknown,Unknown,Unknown,2010,"Debasis Ganguly, Johannes Leveling, Gareth JF Jones"
1251,HITS and misses: combining BM25 with HITS for expert search,1,Unknown,Unknown,Unknown,2010,"Johannes Leveling, Gareth JF Jones"
1252,Investigation of image models for landmark classification,1,2009 Fourth International Workshop on Semantic Media Adaptation and Personalization,IEEE,Unknown,2009,"Mark Hughes, Gareth JF Jones, Noel E O'Connor"
1253,When to cross over? Cross-language linking using Wikipedia for VideoCLEF 2009,1,Workshop of the Cross-Language Evaluation Forum for European Languages,"Springer, Berlin, Heidelberg",Unknown,2009,"Ãgnes Gyarmati, Gareth JF Jones"
1254,Applying digital content management to support localisation,1,Unknown,Localisation Research Centre,Localisation Focus-The International Journal of Localisation,2009,"Alexander O'Connor, SÃ©amus Lawless, Dong Zhou, Gareth JF Jones, Vincent Wade"
1255,Diversity in image retrieval: DCU at ImageCLEFPhoto 2008,1,Workshop of the Cross-Language Evaluation Forum for European Languages,"Springer, Berlin, Heidelberg",Unknown,2008,"Neil Oâ€™Hare, Peter Wilkins, Cathal Gurrin, Eamonn Newman, Gareth JF Jones, Alan F Smeaton"
1256,Interaction design for personal photo management on a mobile device,1,Unknown,IGI Global,Unknown,2008,"Hyowon Lee, Cathal Gurrin, Gareth JF Jones, Alan F Smeaton"
1257,"Mobile, ubiquitous information seeking, as a group: the iBingo collaborative video retrieval system",1,Unknown,Unknown,Unknown,2008,"Alan F Smeaton, Colum Foley, Daragh Byrne, Gareth JF Jones"
1258,Motivation and disinhibition in elite ice climbers,1,Unknown,Taylor & Francis,Unknown,2007,"D Llewellyn, Gareth Jones, S Colby"
1259,An investigation of question translation for English-Chinese cross-language question answering,1,Unknown,IET Digital Library,Unknown,2007,"Ying Zhang, Gareth JF Jones, Sen Zhang, Bin Wang, Yuqing Guo, Yanjun Ma"
1260,A Query Description Model of Soccer Video Based on BSU Composite Petri-Net,1,Unknown,Unknown,Journal of Computer Research and Development,2006,"Songyang Lao, Guanglian Huang, F Smeaton Alan, JF Gareth, Lee Hyowon"
1261,GenIRL genomic information retrieval using links,1,Unknown,Unknown,Unknown,2004,"Stephen Blott, Gareth JF Jones, Fabrice Camous, Alan F Smeaton, Cathal Gurrin"
1262,Integration of psychological models in the design of artificial creatures,1,Unknown,Unknown,Unknown,2004,"Catherine M Bryant, Gareth JF Jones, AJ Wills"
1263,Automated Management of Audio-Visual Presentations for Online Learning Applications,1,Unknown,Unknown,AAAI 2003 Symposium on Intelligent Multimedia Knowledge Management,2003,"Gareth JF Jones, Richard J Edens"
1264,Workshop on Context-awareness: Position Paper/Extended Abstract,1,Unknown,Unknown,"The What, Who, Where, When, Why and How of Context-Awareness",1999,"Peter Brown, Gareth Jones"
1265,A hybrid grammar-bigram language model with decoding of multiple (N-best) hypotheses for speech recognition,1,Unknown,Unknown,Unknown,1992,"GJF Jones, JHG Wright, H Lloyd-Thomas, EN Wrigley"
1266,Report on results of the WP1 second evaluation phase,1,Unknown,Unknown,Khresmoi public deliverable D,Unknown,"Wei Li, Angus Roberts, Johann Petrak, Ljiljana Dolamic, Gareth JF Jones, Liadh Kelly, Lorraine Goeuriot"
