,Title,Citation,Conference,Publisher,Journal,Date,Authors
4224,Sensor Signal Conditioning for Biomedical Instrumentation,Unknown,Unknown,CRC Press,Unknown,2015,Tomas E Ward
4225,Sensor Signal Conditioning for Biomedical Instrumentation,Unknown,Unknown,CRC Press 20152015,Unknown,2015,Tomas Ward
4226,Rehabilitation Systems in Ambient Assisted Living Environments,Unknown,Unknown,IGI Global,Unknown,2015,"AM Middleton, RP Harte, TE Ward"
4227,A Sensor Glove System for Rehabilitation in Instrumental Activities of Daily Living,Unknown,International Conference on Human-Computer Interaction,"Springer, Berlin, Heidelberg",Unknown,2013,"Aodhan L Coffey, Tomas E Ward"
4228,A Potential Tool for the Design and Analysis of Patient-Robot Interaction Strategies,Unknown,Unknown,Unknown,Unknown,2013,"Aodhan L Coffey, Tomas E Ward, Richard H Middleton"
4229,Classification of NIRS-measured hemodynamics of the cerebral cortex to detect lapses in attention,Unknown,Unknown,Unknown,Proceedings of the 16th International Conference on Near-InfraRed Spectroscopy,2013,"Gerard Derosiere, Sami Dalhoumi, Maxime Billot, Stephane Perrey, Tomas Ward, Gerard Dray"
4230,Adaptation of motor preparation to lapses in attention: a transcranial magnetic stimulation study,Unknown,11th French Society of Neurosciences Conference,Unknown,Unknown,2013,"Gerard Derosiere, Maxime Billot, Stéphane Perrey, Tomas Ward"
4231,Detecting the user mental states from the NIRS-measured hemodynamic signals,Unknown,Unknown,Elsevier,Annals of Physical and Rehabilitation Medicine,2013,"Stéphane Perrey, Gerard Derosiere, Gérard Dray, Tomas E Ward"
4232,La détection des états mentaux des utilisateurs par des signaux hémodynamiques mesurés par NIRS,Unknown,Unknown,Unknown,Annals of Physical and Rehabilitation Medicine,2013,"S Perrey, G Derosiere, G Dray, T Ward"
4233,Methods of pattern classification for the design of a NIRS-based brain computer interface.,Unknown,Unknown,Ecole des Mines d'Alès,Unknown,2013,"Sami Dalhoumi, Gerard Dray, Jacky Montmain, Gerard Derosiere, Stephane Perrey, Tomas E Ward"
4234,An Adaptive Rate-Based Method for Maintaining Consistency in Networked Multiplayer Computer Games,Unknown,2012 IEEE/ACM 16th International Symposium on Distributed Simulation and Real Time Applications,IEEE,Unknown,2012,"Séamus C McLoone, Tomás E Ward, Damian Wynne, Aaron McCoy"
4235,The NIRS technique: a potential tool to detect the occurrence of acute attention deficits,Unknown,Unknown,Unknown,Unknown,2012,"Gérard Dray, G Derosière, M Billot, S Perrey, T Ward"
4236,Investigating NIRS-measured cortical activation to detect the occurrence of attention deficits during a task of sustained attention,Unknown,Unknown,Unknown,Unknown,2012,"Gérard Dray, G Derosière, M Billot, S Perrey, T Ward"
4237,Runtime Characterisation of Triple Stores: An Initial Investigation,Unknown,Unknown,The Institution of Engineering & Technology,IET Conference Proceedings,2012,"Cheng Long, Spyros Kotoulas, Tomas Ward, Georgios Theodoropoulos"
4238,A physics-aware dead reckoning technique for entity state updates in distributed interactive applications,Unknown,IET Irish Signals and Systems Conference (ISSC 2012),IET,Unknown,2012,"Patrick J Walsh, Tomás E Ward, Séamus C McLoone"
4239,Removal of Motion Artifact from functional-NIRS using Morphological Component Analysis,Unknown,34th Annual International IEEE EMBS Conference,Unknown,Unknown,2012,"Kevin Sweeney, Tomas Ward, Seán McLoone"
4240,The Pursuit of Flow in the Design of Rehabilitation Systems for Ambient Assisted Living,Unknown,Unknown,Unknown,Unknown,2012,"Anthea M Middleton, Tomas E Ward"
4241,Investigating NIRS-measured cortical activation to detect the occurrence of attention deficits during a sustained attention task.,Unknown,Unknown,Unknown,IEEE Engineering in Medicine and Biology Society. Conference Proceedings,2012,"Gerard Derosiere, Maxime Billot, Stephane Perrey, Tomas Ward, Gerard Dray"
4242,Web-based sensor streaming wearable for respiratory monitoring applications.,Unknown,Unknown,IEEE,Unknown,2011,"Carlos Rovira-Borras, Shirley Coyle, Brian Corcoran, Tomás E Ward, Aaron McCoy, Florin Stroiescu, Kieran Daly, Dermot Diamond"
4243,Validation Of Polymer Sensors To Measure The Mechanics Of Ventilation Using Body Plethysmography,Unknown,Unknown,American Thoracic Society,Unknown,2011,"Mary M Tuohy, Shirley Coyle, Tomas Ward, Thomas Kelly, Jim Egan"
4244,EEG-fNIRS fusion for Practical Brain Computer Interfaces,Unknown,Unknown,Unknown,Unknown,2011,Tomas E Ward
4245,A Preliminary Investigation into the use of Machine Vision Techniques for Automating Facial Paralysis Rehabilitation Therapy,Unknown,Unknown,Unknown,Unknown,2010,"Jane Reilly Delannoy, Tomas E Ward"
4246,How mindsets affect visual processing: Action control and anticipation in computer games,Unknown,Unknown,Unknown,5th Scandinavian Workshop on Applied Eye Tracking SWAET 2010,2010,"Hendrik Koesling, Alan Kenny, Seamus McLoone, Tomas Ward"
4247,Article 15 (25 pages)-Controlling Entity State Updates to Maintain Remote Consistency within a Distributed Interactive Application,Unknown,Unknown,Unknown,ACM Transactions on Internet Technology,2009,"A Kenny, S McLoone, T Ward"
4248,Augmentation of Stroke Rehabilitation through the Application of Wearable Sensors,Unknown,Intel European Research and Innovation Conference,Unknown,Unknown,2008,"C Dormer, Tomas Ward, Seán McLoone"
4249,Characterisation of the Hoffmann Reflex using Mechanomyography,Unknown,Unknown,Unknown,Unknown,2008,"Niall Campbell, Chris Murphy, Brian Caulfield, Tomas E Ward, Catherine Deegan"
4250,Article 16 (30 pages)-Multi-Step-Ahead Neural-Network Predictors for Network Traffic Reduction in Distributed Interactive Applications,Unknown,Unknown,"New York, NY: The Association, c1991-",ACM Transactions on Modeling and Computer Simulation-TOMACS,2007,"A McCoy, T Ward, S McLoone, D Delaney"
4251,"Salim, Aly 65",Unknown,Unknown,Unknown,Proceedings of CGAMES’2006,2006,"Khairul Anuar Samsudin, Frédéric Serin, Peter Smith, Chris Soraghan, Hirokazu Taki, Bakhtiar Tartibian, Romero Tori, Syunji Uchino, Tony Veale, Tomas Ward, Jeroen Warmerdam"
4252,Tools and systems for Games and Virtual Reality (2),Unknown,Unknown,Unknown,Proceedings of CGAMES’2006,2006,"D Kumar, J Foody, D Fitzgerald, D Kelly, T Ward, C Markham, B Caulfield, Christopher Soraghan, Fiachra Matthews, Dan Kelly, Tomas Ward, Charles Markham, Barak A Pearlmutter, Ray O’Neill, Roberto Cezar Bianchini, Romero Tori, Moira J McAlister, Wei Li"
4253,Wearable Kinematic And Physiological Biofeedback System For Movement Based Relaxation,Unknown,Unknown,Unknown,Unknown,2006,"Damini Kumar, Brian Caulfield, John Foody, Charles Markham, Tomas Ward"
4254,Reducing Sensor Density Requirements For Kinematic Controllers In A Full Posture Yoga Gaming Application,Unknown,Unknown,Unknown,Unknown,2006,"D Kumar, J Foody, D Fitzgerald, D Kelly, Tomas E Ward, Charles Markham, B Caulfield"
4255,MyVLE: an engineering-centric e-learning platform,Unknown,Unknown,IET Digital Library,Unknown,2006,"Karl Monaghan, Rudi Villing, Tomas Ward"
4256,Examining the effects of time-space measures on the hybrid strategy model in networked virtual environments,Unknown,Unknown,IET Digital Library,Unknown,2006,"Damien Marshall, Seamus McLoone, Declan Delaney, Tomás Ward"
4257,Work in Distributed Interactive Applications at NUI Maynooth,Unknown,Unknown,Unknown,Unknown,2006,"Damien Marshall, Séamus McLoone, Tomas E Ward, Declan Delaney"
4258,A Psycho-Perceptual Comparison of the Dead Reckoning and the Hybrid Strategy Model Entity State Update Prediction Techniques,Unknown,Unknown,Unknown,Unknown,2006,"Séamus McLoone, Alan Kenny, Tomas E Ward, Declan Delaney"
4259,Harnessing brain power at NUI Maynooth,Unknown,Unknown,Engineers Ireland,The Engineer's Journal,2005,"Tomas E Ward, Sean F McLoone, S Coyle"
4260,Near-infrared spectrometry for the measurement of central nervous system activation: A brief demonstration of an emerging behavioral assessment tool.,Unknown,Unknown,Joseph D. Cautilli,The Behavior Analyst Today,2005,"Bryan Roche, Shirley Coyle, Tomás Ward, Charles Markham, Gary McDarby"
4261,Final Year Project Report,Unknown,Unknown,Unknown,Unknown,2004,"Tomas Ward, Declan Doherty"
4262,41 Automatic Blind Syllable Segmentation for Continuous Speech,Unknown,Unknown,Institution of Electrical Engineers,"Proceedings, the Irish Signals and Systems Conference 2004: ISSC 2004, Queen's University Belfast, Northern Ireland, 30th June-2nd July, 2004",2004,"NUI Rudi Villing, Joseph Timoney, Tomas Ward, John Costello, Eoin O'Leidhin, Peter Murphy, Olivia Donnellan, Eugene Coyle"
4263,Degree Extension for Technicians (DEFT),Unknown,Unknown,Unknown,Unknown,2004,"F Devitt, K Monaghan, John Ringwood, Rudi Villing, Tomas E Ward"
4264,Challenges in modern Distributed Interactive Application design (Technical Report),Unknown,Unknown,NUI Maynooth,Unknown,2004,"D Marshall, D Delaney, Seamus McLoone, Tomas E Ward"
4265,Locating Discontinuities in Synthetic Speech using a Perceptually Orientated Approach,Unknown,Unknown,Unknown,Unknown,2004,"Joseph Timoney, Rudi Villing, Tomas E Ward"
4266,Localization of speech synthesis systems for Irish voice web operations,Unknown,Unknown,Unknown,Unknown,2003,"R Hogan, Joseph Timoney, Rudi Villing, Tomas E Ward, I Robertson"
4267,Online database for the assessment and comparative evaluation of rehabilitation outcomes,Unknown,2001 Conference Proceedings of the 23rd Annual International Conference of the IEEE Engineering in Medicine and Biology Society,IEEE,Unknown,2001,"TE Ward, B Caulfield"
4268,Online database for the Assessment and Comparative Evaluation of Rehabilitation Outcomes,Unknown,Unknown,Unknown,Unknown,2001,"B Caulfield, Tomas E Ward"
4269,A stochastic model of the visual evoked response,Unknown,Proceedings of the 22nd Annual International Conference of the IEEE Engineering in Medicine and Biology Society (Cat. No. 00CH37143),IEEE,Unknown,2000,T Ward
4270,Nonstationary stochastic resonance in a reduced-order Hodgkin-Huxley neuron,Unknown,Proceedings of the First Joint BMES/EMBS Conference. 1999 IEEE Engineering in Medicine and Biology 21st Annual Conference and the 1999 Annual Fall Meeting of the Biomedical Engineering Society (Cat. N,IEEE,Unknown,1999,"T Ward, A De Paor"
4271,On the control of balance during quiet standing,Unknown,Unknown,Unknown,Unknown,1999,"A de Paor, Tomás E Ward, Declan Delaney"
4272,An oscillatory neural network scheme for temporal encoding and stimulus recognition,Unknown,Unknown,Unknown,Unknown,1999,Tomas E Ward
4273,Occupational Therapy and Rehabilitation Engineering-a case study,Unknown,Unknown,Association of Occupational Therapists of Ireland,Irish Journal of Occupational Therapy,1999,"Susan Flynn, Tomas E Ward, Gareth Flynn"
4274,THE INTERACTION OF EXECUTIVE ASPECTS OF ATTENTION AND SPEED OF PROCESSING,Unknown,JOURNAL OF CLINICAL AND EXPERIMENTAL NEUROPSYCHOLOGY,SWETS ZEITLINGER PUBLISHERS,Unknown,1993,"T WARD, IH ROBERTSON, V RIDGEWAY"
4275,Exploring the Spatial Density of Strategy Models in a Realistic Distributed Interactive Application,Unknown,Unknown,Unknown,Unknown,Unknown,Tomas Ward
4276,Textile sensors for personalized feedback,Unknown,Unknown,Unknown,Unknown,Unknown,Tomas Ward
4277,Filetest of everyday attention: rCsultats prblimi-naires d’une version franqaise soumise 2 une population de traumatisk crhiens graves,Unknown,Unknown,Unknown,Unknown,Unknown,"IA Robertson, T Ward, V Ridgeway"
4278,Learning Without Forgetting Approaches for Lifelong Robotic Vision,Unknown,Unknown,Unknown,Unknown,Unknown,"Zhengwei Wang, Eoin Brophy, Tomás E Ward"
4279,Brain plasticity and motor skill competence development in adolescents with poor motor skill acquisition and performance: Trial Protocol for a controlled experimental paradigm,Unknown,Unknown,Unknown,Unknown,Unknown,"BD Weedon, A Meaney, A Delextrat, P Salvan, T Wassenaar, S Joshi, Y Liu, S Kemp, T Ward, H Johansen-Berg, H Dawes"
4280,"REAplan allows assessing muscle force by an isometric and isoki-netic evaluation (18 cm/s) in three directions. Finally, the kinematic was assessed by a pointing task to 30 …",Unknown,Unknown,Unknown,Unknown,Unknown,"Juliette Hurtier, Leh Van Dokkum, Sami Dalhoumi, Aodhan Coffey, Stéphane Perrey, Claire Jourdan, Gérard Dray, Tomas Ward, Jerôme Froger, Isabelle Laffont"
4281,Textile sensors for personalized feedback,Unknown,Unknown,Unknown,Unknown,Unknown,"Edmond Mitchell, Tomas E Ward, Noel O’Connor, Dermot Diamond"
4282,"Regina Borges de Araujo, Federal University",Unknown,Unknown,Unknown,Unknown,Unknown,"Richard Fujimoto, Rob Aspin, Robert Simon, Simon Taylor, Siobhán Clarke, Soufiene Djahel, Stephen John Turner, Steve Pettifer, Suiping Zhou, Tomas Ward, Vinny Cahill, Wentong Cai, William Steptoe, Wolfgang Broll, Xiaowen Jason Liu, Yiping Yao, Yong Meng Teo"
4283,A SIMPLE BIO-SIGNALS QUALITY MEASURE FOR IN-HOME MONITORING Kevin Sweeney Department of Electronic Engineering National University of Ireland Maynooth,Unknown,Unknown,Unknown,Proceedings of the 7th IASTED International Conference,Unknown,"Sean McLoone, Tomas Ward"
4284,Speech and Audio Processing,Unknown,Unknown,Unknown,Unknown,Unknown,"Barry Kirkpatrick, Darragh O'Brien, Ronan Scaife, Rudi Villing, Tomas Ward, Joseph Timoney, Niall Cahill, Rory Cooney, Kenneth Humphreys, Robert Lawlor, Maynooth ofIreland"
4285,Wentong Cai Abdulmotaleb El Saddik,Unknown,Unknown,Unknown,Unknown,Unknown,"Vinoth Suryanaryanan, Georgios Theodoropoulos, Rob Minson, Pan Ke, Stephen John Turner, Wentong Cai, Zengxiang Li, Elvis S Liu, Georgios K Theodoropoulos, Xin Zhang, Tomas Ward, Seamus Mcloone, Fanchao Zeng, Stephen J Turner, Heiko Aydt, Jusuf Anggono, Robson Eduardo De Grande, Azzedine Boukerche"
4286,DS-RT 2011,Unknown,Unknown,Unknown,Unknown,Unknown,"Michael Lees, Suiping Zhou, Abdulmotaleb El Saddik, Adelinde Uhrmacher, Alois Ferscha, Carl Tropper, Christopher D Carothers, Eugene Ch'ng, Francesco Quaglia, Gabriele D’Angelo, Gary Tan, Helen Karatza, Hessam Sarjoughian, Hussam Ramadan, Kalyan S Perumalla, Lorenzo Donatiello, Luciano Bononi, Philip Wilsey, Regina Borges de Araujo, Rob Aspin, Robert Simon, Simon Taylor, Wentong Cai, Xiaowen Jason Liu, Yong Meng Teo, Abdennour El Rhalibi, Dieter Kranzlmueller, Emiliano Casalicchio, Frederic Kleinermann, Ian Grimstead, Jauvane C de Oliveira, Khalil El-Khatib, Mark Pullen, Mikel Petty, Navonil Mustafee, Richard Fujimoto, Steve Pettifer, Tomas Ward, Vincent Gaffney, William Steptoe, Yiping Yao"
4287,Is neural machine translation the new state of the art?,164,Unknown,PBML,The Prague Bulletin of Mathematical Linguistics,2017,"Sheila Castilho, Joss Moorkens, Federico Gaspari, Iacer Calixto, John Tinsley, Andy Way"
4288,Exploiting cross-sentence context for neural machine translation,148,Unknown,Unknown,arXiv preprint arXiv:1704.04347,2017,"Longyue Wang, Zhaopeng Tu, Andy Way, Qun Liu"
4289,Long-distance dependency resolution in automatically acquired wide-coverage PCFG-based LFG approximations,146,Proceedings of the 42nd Annual Meeting of the Association for Computational Linguistics (ACL-04),Unknown,Unknown,2004,"Aoife Cahill, Michael Burke, Ruth O’Donovan, Josef Van Genabith, Andy Way"
4290,Getting gender right in neural machine translation,111,Unknown,Unknown,arXiv preprint arXiv:1909.05088,2019,"Eva Vanmassenhove, Christian Hardmeier, Andy Way"
4291,Attaining the unattainable? reassessing claims of human parity in neural machine translation,110,Unknown,Unknown,arXiv preprint arXiv:1808.10432,2018,"Antonio Toral, Sheila Castilho, Ke Hu, Andy Way"
4292,Bridging SMT and TM with translation recommendation,97,Proceedings of the 48th Annual Meeting of the Association for Computational Linguistics,Unknown,Unknown,2010,"Yifan He, Yanjun Ma, Josef van Genabith, Andy Way"
4293,An example-based approach to translating sign language,91,Unknown,Unknown,Unknown,2005,"Sara Morrissey, Andy Way"
4294,Supertagged phrase-based statistical machine translation,89,Proceedings of the 45th Annual Meeting of the Association of Computational Linguistics,Unknown,Unknown,2007,"Hany Hassan, Khalil Sima’an, Andy Way"
4295,Gaijin: A template-driven bootstrapping approach to example-based machine translation,78,Unknown,Unknown,"Proceedings of the NeMNLP’97, New Methods in Natural Language Processessing",1997,"Tony Veale, Andy Way"
4296,Recent advances in example-based machine translation,76,Unknown,Springer Science & Business Media,Unknown,2003,"Michael Carl, Andy Way"
4297,Quality expectations of machine translation,75,Unknown,"Springer, Cham",Unknown,2018,Andy Way
4298,Exploiting source similarity for smt using context-informed features,70,Unknown,Unknown,Unknown,2007,"Nicolas Stroppa, Antal Van den Bosch, Andy Way"
4299,A comparative quality evaluation of PBSMT and NMT using professional translators,68,Unknown,AAMT,Unknown,2017,"Sheila Castilho, Joss Moorkens, Federico Gaspari, Rico Sennrich, Vilelmini Sosoni, Panayota Georgakopoulou, Pintu Lohar, Andy Way, Antonio Valerio Miceli Barone, Maria Gialama"
4300,What level of quality can neural machine translation attain on literary text?,67,Unknown,"Springer, Cham",Unknown,2018,"Antonio Toral, Andy Way"
4301,Labelled dependencies in machine translation evaluation,67,Proceedings of the second workshop on statistical machine translation,Unknown,Unknown,2007,"Karolina Owczarzak, Josef van Genabith, Andy Way"
4302,Statistical machine translation: a guide for linguists and translators,65,Unknown,Blackwell Publishing Ltd,Unknown,2011,"Mary Hearne, Andy Way"
4303,The ATIS sign language corpus,65,Unknown,Unknown,Unknown,2008,"Jan Bungeroth, Daniel Stein, Philippe Dreuw, Hermann Ney, Sara Morrissey, Andy Way, Lynette van Zijl"
4304,Automatic annotation of the Penn-Treebank with LFG F-structure information,65,Unknown,Unknown,Unknown,2002,"Aoife Cahill, Mairéad McCarthy, Josef Van Genabith, Andy Way"
4305,MATREX: DCU machine translation system for IWSLT 2006.,64,Proceedings of the Third International Workshop on Spoken Language Translation: Evaluation Campaign,Unknown,Unknown,2006,"Nicolas Stroppa, Andy Way"
4306,Hybrid example-based SMT: the best of both worlds?,64,Proceedings of the ACL Workshop on Building and Using Parallel Texts,Unknown,Unknown,2005,"Declan Groves, Andy Way"
4307,Post-editing effort of a novel with statistical and neural machine translation,63,Unknown,Frontiers,Frontiers in Digital Humanities,2018,"Antonio Toral, Martijn Wieling, Andy Way"
4308,Seeing the wood for the trees: Data-oriented translation,62,Unknown,Unknown,Unknown,2003,"Mary Hearne, Andy Way"
4309,Dependency-based automatic evaluation for machine translation,61,"Proceedings of SSST, NAACL-HLT 2007/AMTA Workshop on Syntax and Structure in Statistical Translation",Unknown,Unknown,2007,"Karolina Owczarzak, Josef Van Genabith, Andy Way"
4310,Comparing example-based and statistical machine translation,61,Unknown,Cambridge University Press,Natural Language Engineering,2005,"Andy Way, Nano Gough"
4311,wEBMT: Developing and Validating an Example-Based Machine Translation System Using the World Wide Web,61,Unknown,MIT Press,Computational Linguistics,2003,"Andy Way, Nano Gough"
4312,Large-scale induction and evaluation of lexical resources from the Penn-II and Penn-III Treebanks,59,Unknown,MIT Press,Computational Linguistics,2005,"Ruth O'Donovan, Michael Burke, Aoife Cahill, Josef van Genabith, Andy Way"
4313,Robust large-scale EBMT with marker-based segmentation,58,Unknown,Unknown,Unknown,2004,"Nano Gough, Andy Way"
4314,Automatic generation of parallel treebanks,57,Proceedings of the 22nd International Conference on Computational Linguistics (COLING 2008),Unknown,Unknown,2008,"Ventsislav Zhechev, Andy Way"
4315,Bootstrapping word alignment via word packing,57,Unknown,Association for Computational Linguistics,Unknown,2007,"Yanjun Ma, Nicolas Stroppa, Andy Way"
4316,Contextual bitext-derived paraphrases in automatic MT evaluation,57,Unknown,Association for Computational Linguistics,Unknown,2006,"Karolina Owczarzak, Declan Groves, Josef Van Genabith, Andy Way"
4317,Hybrid data-driven models of machine translation,56,Unknown,Kluwer Academic Publishers,Machine Translation,2005,"Declan Groves, Andy Way"
4318,Robust sub-sentential alignment of phrase-structure trees,56,Unknown,Association for Computational Linguistics,Unknown,2004,"Declan Groves, Mary Hearne, Andy Way"
4319,Exploiting parallel treebanks to improve phrase-based statistical machine translation,55,International Conference on Intelligent Text Processing and Computational Linguistics,"Springer, Berlin, Heidelberg",Unknown,2009,"John Tinsley, Mary Hearne, Andy Way"
4320,Multi-level structured self-attentions for distantly supervised relation extraction,54,Unknown,Unknown,arXiv preprint arXiv:1809.00699,2018,"Jinhua Du, Jingguang Han, Andy Way, Dadong Wan"
4321,Wide-coverage deep statistical parsing using automatic dependency structure annotation,53,Unknown,MIT Press,Computational Linguistics,2008,"Aoife Cahill, Michael Burke, Ruth O'Donovan, Stefan Riezler, Josef van Genabith, Andy Way"
4322,Parsing with PCFGs and automatic f-structure annotation,53,Unknown,CSLI Publications,Unknown,2002,"Aoife Cahill, Mairéad McCarthy, Josef Van Genabith, Andy Way"
4323,Consistent translation using discriminative learning-a translation memory-inspired approach,51,Proceedings of the 49th Annual Meeting of the Association for Computational Linguistics: Human Language Technologies,Unknown,Unknown,2011,"Yanjun Ma, Yifan He, Andy Way, Josef van Genabith"
4324,Translators’ perceptions of literary post-editing using statistical and neural machine translation,50,Unknown,John Benjamins,Translation Spaces,2018,"Joss Moorkens, Antonio Toral, Sheila Castilho, Andy Way"
4325,Teaching machine translation and translation technology: a contrastive study,50,Unknown,Unknown,Unknown,2001,"Dorothy Kenny, Andy Way"
4326,Perception vs reality: Measuring machine translation post-editing productivity,48,Unknown,Unknown,Third Workshop on Post-Editing Technology and Practice,2014,"Federico Gaspari, Antonio Toral, Sudip Kumar Naskar, Declan Groves, Andy Way"
4327,Evaluating machine translation with LFG dependencies,48,Unknown,Springer Netherlands,Machine Translation,2007,"Karolina Owczarzak, Josef van Genabith, Andy Way"
4328,Robust language pair-independent sub-tree alignment,48,Unknown,European Association for Machine Translation,Unknown,2007,"John Tinsley, Ventsislav Zhechev, Mary Hearne, Andy Way"
4329,Facilitating translation using source language paraphrase lattices,47,Unknown,Association for Computational Linguistics,Unknown,2010,"Jinhua Du, Jie Jiang, Andy Way"
4330,Improving word alignment using syntactic dependencies,47,Unknown,Association for Computational Linguistics,Unknown,2008,"Yanjun Ma, Sylwia Ozdowska, Yanli Sun, Andy Way"
4331,Combining multi-domain statistical machine translation models using automatic classifiers,46,Unknown,Association for Machine Translation in the Americas,Unknown,2010,"Pratyush Banerjee, Jinhua Du, Baoli Li, Sudip Kumar Naskar, Andy Way, Josef Van Genabith"
4332,Lost in translation: Loss and decay of linguistic richness in machine translation,45,Unknown,Unknown,arXiv preprint arXiv:1906.12068,2019,"Eva Vanmassenhove, Dimitar Shterionov, Andy Way"
4333,Towards using web-crawled data for domain adaptation in statistical machine translation,45,Proceedings of the 15th Annual conference of the European Association for Machine Translation,Unknown,Unknown,2011,"Pavel Pecina, Antonio Toral, Andy Way, Vassilis Papavassiliou, Prokopis Prokopidis, Maria Giagkou"
4334,A hybrid architecture for robust MT using LFG-DOP.,45,Unknown,Unknown,J. Exp. Theor. Artif. Intell.,1999,Andy Way
4335,Human versus automatic quality evaluation of NMT and PBSMT,44,Unknown,Springer Netherlands,Machine Translation,2018,"Dimitar Shterionov, Riccardo Superbo, Pat Nagle, Laura Casanellas, Tony O’dowd, Andy Way"
4336,Machine-assisted translation of literary text: A case study,43,Unknown,John Benjamins,Translation Spaces,2015,"Antonio Toral, Andy Way"
4337,Traditional and emerging use-cases for machine translation,43,Unknown,Unknown,Proceedings of Translating and the Computer,2013,Andy Way
4338,Handling named entities and compound verbs in phrase-based statistical machine translation,42,Unknown,Association for Computational Linguistics,Unknown,2010,"Santanu Pal, Sudip Kumar Naskar, Pavel Pecina, Sivaji Bandyopadhyay, Andy Way"
4339,Machine translation,41,Unknown,Wiley‐Blackwell,The handbook of computational linguistics and natural language processing,2010,Andy Way
4340,Bilingually motivated domain-adapted word segmentation for statistical machine translation,41,Unknown,Association for Computational Linguistics,Unknown,2009,"Yanjun Ma, Andy Way"
4341,Example-based machine translation of the Basque language,41,Unknown,Unknown,Unknown,2006,"Nicolas Stroppa, Declan Groves, Andy Way, Kepa Sarasola"
4342,From treebank resources to LFG f-structures,41,Unknown,"Springer, Dordrecht",Unknown,2003,"Anette Frank, Louisa Sadler, Josef Van Genabith, Andy Way"
4343,LFG and Translation,41,Unknown,Unknown,Third International Conference on Theoretical and Methodological Issues in Machine Translation,1990,"Louisa Sadler, Ian Crookston, Doug Arnold, Andy Way"
4344,Hand in hand: automatic sign language to English translation,40,Unknown,Unknown,Unknown,2007,"Daniel Stein, Philippe Dreuw, Hermann Ney, Sara Morrissey, Andy Way"
4345,"Gaijin: A Bootstrapping, Template DrivenApproachtoExample Based MT",40,Unknown,Unknown,Unknown,1997,"Tony Veale, Andy Way"
4346,Automatic F-structure annotation from the AP Treebank,39,Unknown,CSLI Publications,Unknown,2000,"Louisa Sadler, Josef van Genabith, Andy Way"
4347,Using supertags as source language context in SMT,37,Unknown,European Association for Machine Translation,Unknown,2009,"Rejwanul Haque, Sudip Kumar Naskar, Yanjun Ma, Andy Way"
4348,Taking statistical machine translation to the student translator,36,Unknown,Unknown,Unknown,2012,"Stephen Doherty, Dorothy Kenny, Andy Way"
4349,MaTrEx: the DCU MT system for WMT 2009,36,Unknown,Association for Computational Linguistics,Unknown,2009,"Jinhua Du, Yifan He, Sergio Penkale, Andy Way"
4350,On the Role of Translations in State‐of‐the‐Art Statistical Machine Translation,35,Unknown,Blackwell Publishing Ltd,Unknown,2011,"Andy Way, Mary Hearne"
4351,Multi-word expression-sensitive word alignment,35,Proceedings of the 4th Workshop on Cross Lingual Information Access,Unknown,Unknown,2010,"Tsuyoshi Okita, Alfredo Maldonado, Yvette Graham, Andy Way"
4352,Domain adaptation in SMT of user-generated forum content guided by OOV word reduction: Normalization and/or supplementary data,34,Proceedings of the 16th Annual conference of the European Association for Machine Translation,Unknown,Unknown,2012,"Pratyush Banerjee, Sudip Kumar Naskar, Johann Roturier, Andy Way, Josef van Genabith"
4353,Comparing rule-based and data-driven approaches to Spanish-to-Basque machine translation,34,Unknown,European Association for Machine Translation,Unknown,2007,"Gorka Labaka, Nicolas Stroppa, Andy Way, Kepa Sarasola"
4354,Large-scale induction and evaluation of lexical resources from the Penn-II Treebank,34,Proceedings of the 42nd Annual Meeting of the Association for Computational Linguistics (ACL-04),Unknown,Unknown,2004,"Ruth O’Donovan, Michael Burke, Aoife Cahill, Josef Van Genabith, Andy Way"
4355,Integrating N-best SMT Outputs into a TM System,33,Coling 2010: Posters,Unknown,Unknown,2010,"Yifan He, Yanjun Ma, Andy Way, Josef Van Genabith"
4356,Using SMT for OCR error correction of historical texts,32,Proceedings of the Tenth International Conference on Language Resources and Evaluation (LREC'16),Unknown,Unknown,2016,"Haithem Afli, Zhengwei Qiu, Andy Way, Páraic Sheridan"
4357,Experiments on domain adaptation for patent machine translation in the PLuTO project,32,Unknown,European Association for Machine Translation,Unknown,2011,"Alexandru Ceausu, John Tinsley, Jian Zhang, Andy Way"
4358,Hybrid rule-based-example-based MT: feeding Apertium with sub-sentential translation units,32,Unknown,Unknown,Unknown,2009,"Felipe Sánchez-Martínez, Mikel L Forcada, Andy Way"
4359,Disambiguation strategies for data-oriented translation,32,Unknown,Unknown,Unknown,2006,"Mary Hearne, Andy Way"
4360,A novel approach to dropped pronoun translation,31,Unknown,Unknown,arXiv preprint arXiv:1604.06285,2016,"Longyue Wang, Zhaopeng Tu, Xiaojun Zhang, Hang Li, Andy Way, Qun Liu"
4361,MaTrEx: the DCU machine translation system for IWSLT 2007,29,Unknown,Unknown,Unknown,2007,"Hany Hassan, Yanjun Ma, Andy Way"
4362,Semi-automatic generation of F-structures from Treebanks,29,Unknown,Unknown,"Proceedings of the LFG99 Conference, Manchester University",1999,"Josef Van Genabith, Andy Way, Louisa Sadler, Miriam Butt, Tracy Holloway King"
4363,Improving character-based decoding using target-side morphological information for neural machine translation,28,Unknown,Unknown,arXiv preprint arXiv:1804.06506,2018,"Peyman Passban, Qun Liu, Andy Way"
