Name1,Name2,Total_Paper_Count,Total_Citations_Achieved
444,827,1,0
444,759,1,0
444,982,1,0
444,1091,1,0
444,1011,1,0
444,1056,1,0
444,1057,1,0
444,1060,1,0
444,1113,1,0
444,1183,1,0
444,809,1,0
298,444,1,0
49,444,1,0
444,755,1,0
96,444,1,0
110,444,1,0
115,444,1,0
444,762,1,0
444,1065,1,0
122,444,1,0
274,444,1,0
444,776,1,0
323,444,1,0
444,728,1,0
324,444,1,0
8,444,1,0
19,444,1,0
387,444,1,0
291,444,1,0
399,444,1,0
444,636,1,0
425,444,1,0
443,444,1,0
444,563,1,0
759,827,1,0
827,982,1,0
827,1091,1,0
827,1011,1,0
827,1056,1,0
827,1057,1,0
827,1060,1,0
827,1113,1,0
827,1183,1,0
809,827,1,0
298,827,1,0
49,827,1,0
755,827,1,0
96,827,1,0
110,827,1,0
115,827,1,0
762,827,1,0
827,1065,1,0
122,827,1,0
274,827,1,0
776,827,1,0
323,827,1,0
728,827,1,0
324,827,1,0
8,827,1,0
19,827,1,0
387,827,1,0
291,827,1,0
399,827,1,0
636,827,1,0
425,827,1,0
443,827,1,0
563,827,1,0
759,982,1,0
759,1091,1,0
759,1011,1,0
759,1056,1,0
759,1057,1,0
759,1060,1,0
759,1113,1,0
759,1183,1,0
759,809,1,0
298,759,1,0
49,759,1,0
755,759,1,0
96,759,1,0
110,759,1,0
115,759,1,0
759,762,1,0
759,1065,1,0
122,759,1,0
274,759,1,0
759,776,1,0
323,759,1,0
728,759,1,0
324,759,1,0
8,759,1,0
19,759,1,0
387,759,1,0
291,759,1,0
399,759,1,0
636,759,1,0
425,759,1,0
443,759,1,0
563,759,1,0
982,1091,1,0
982,1011,1,0
982,1056,1,0
982,1057,1,0
982,1060,1,0
982,1113,1,0
982,1183,1,0
809,982,1,0
298,982,1,0
49,982,1,0
755,982,1,0
96,982,1,0
110,982,1,0
115,982,1,0
762,982,1,0
982,1065,1,0
122,982,1,0
274,982,1,0
776,982,1,0
323,982,1,0
728,982,1,0
324,982,1,0
8,982,1,0
19,982,1,0
387,982,1,0
291,982,1,0
399,982,1,0
636,982,1,0
425,982,1,0
443,982,1,0
563,982,1,0
1011,1091,1,0
1056,1091,1,0
1057,1091,1,0
1060,1091,1,0
1091,1113,1,0
1091,1183,1,0
809,1091,1,0
298,1091,1,0
49,1091,1,0
755,1091,1,0
96,1091,1,0
110,1091,1,0
115,1091,1,0
762,1091,1,0
1065,1091,1,0
122,1091,1,0
274,1091,1,0
776,1091,1,0
323,1091,1,0
728,1091,1,0
324,1091,1,0
8,1091,1,0
19,1091,1,0
387,1091,1,0
291,1091,1,0
399,1091,1,0
636,1091,1,0
425,1091,1,0
443,1091,1,0
563,1091,1,0
1011,1056,1,0
1011,1057,1,0
1011,1060,1,0
1011,1113,1,0
1011,1183,1,0
809,1011,1,0
298,1011,1,0
49,1011,1,0
755,1011,1,0
96,1011,1,0
110,1011,1,0
115,1011,1,0
762,1011,1,0
1011,1065,1,0
122,1011,1,0
274,1011,1,0
776,1011,1,0
323,1011,1,0
728,1011,1,0
324,1011,1,0
8,1011,1,0
19,1011,1,0
387,1011,1,0
291,1011,1,0
399,1011,1,0
636,1011,1,0
425,1011,1,0
443,1011,1,0
563,1011,1,0
1056,1057,1,0
1056,1060,1,0
1056,1113,1,0
1056,1183,1,0
809,1056,1,0
298,1056,1,0
49,1056,1,0
755,1056,1,0
96,1056,1,0
110,1056,1,0
115,1056,1,0
762,1056,1,0
1056,1065,1,0
122,1056,1,0
274,1056,1,0
776,1056,1,0
323,1056,1,0
728,1056,1,0
324,1056,1,0
8,1056,1,0
19,1056,1,0
387,1056,1,0
291,1056,1,0
399,1056,1,0
636,1056,1,0
425,1056,1,0
443,1056,1,0
563,1056,1,0
1057,1060,1,0
1057,1113,1,0
1057,1183,1,0
809,1057,1,0
298,1057,1,0
49,1057,1,0
755,1057,1,0
96,1057,1,0
110,1057,1,0
115,1057,1,0
762,1057,1,0
1057,1065,1,0
122,1057,1,0
274,1057,1,0
776,1057,1,0
323,1057,1,0
728,1057,1,0
324,1057,1,0
8,1057,1,0
19,1057,1,0
387,1057,1,0
291,1057,1,0
399,1057,1,0
636,1057,1,0
425,1057,1,0
443,1057,1,0
563,1057,1,0
1060,1113,1,0
1060,1183,1,0
809,1060,1,0
298,1060,1,0
49,1060,1,0
755,1060,1,0
96,1060,1,0
110,1060,1,0
115,1060,1,0
762,1060,1,0
1060,1065,1,0
122,1060,1,0
274,1060,1,0
776,1060,1,0
323,1060,1,0
728,1060,1,0
324,1060,1,0
8,1060,1,0
19,1060,1,0
387,1060,1,0
291,1060,1,0
399,1060,1,0
636,1060,1,0
425,1060,1,0
443,1060,1,0
563,1060,1,0
1113,1183,1,0
809,1113,1,0
298,1113,1,0
49,1113,1,0
755,1113,1,0
96,1113,1,0
110,1113,1,0
115,1113,1,0
762,1113,1,0
1065,1113,1,0
122,1113,1,0
274,1113,1,0
776,1113,1,0
323,1113,1,0
728,1113,1,0
324,1113,1,0
8,1113,1,0
19,1113,1,0
387,1113,1,0
291,1113,1,0
399,1113,1,0
636,1113,1,0
425,1113,1,0
443,1113,1,0
563,1113,1,0
809,1183,1,0
298,1183,1,0
49,1183,1,0
755,1183,1,0
96,1183,1,0
110,1183,1,0
115,1183,1,0
762,1183,1,0
1065,1183,1,0
122,1183,1,0
274,1183,1,0
776,1183,1,0
323,1183,1,0
728,1183,1,0
324,1183,1,0
8,1183,1,0
19,1183,1,0
387,1183,1,0
291,1183,1,0
399,1183,1,0
636,1183,1,0
425,1183,1,0
443,1183,1,0
563,1183,1,0
298,809,1,0
49,809,1,0
755,809,1,0
96,809,1,0
110,809,1,0
115,809,1,0
762,809,1,0
809,1065,1,0
122,809,1,0
274,809,1,0
776,809,1,0
323,809,1,0
728,809,1,0
324,809,1,0
8,809,1,0
19,809,1,0
387,809,1,0
291,809,1,0
399,809,1,0
636,809,1,0
425,809,1,0
443,809,1,0
563,809,1,0
49,298,1,0
298,755,1,0
96,298,1,0
110,298,1,0
115,298,1,0
298,762,1,0
298,1065,1,0
122,298,1,0
274,298,1,0
298,776,1,0
298,323,1,0
298,728,1,0
298,324,1,0
8,298,1,0
19,298,1,0
298,387,1,0
291,298,1,0
298,399,1,0
298,636,1,0
298,425,1,0
298,443,1,0
298,563,1,0
49,755,1,0
49,96,1,0
49,110,1,0
49,115,1,0
49,762,1,0
49,1065,1,0
49,122,1,0
49,274,1,0
49,776,1,0
49,323,1,0
49,728,1,0
49,324,1,0
8,49,1,0
19,49,1,0
49,387,1,0
49,291,1,0
49,399,1,0
49,636,1,0
49,425,1,0
49,443,1,0
49,563,1,0
96,755,1,0
110,755,1,0
115,755,1,0
755,762,1,0
755,1065,1,0
122,755,1,0
274,755,1,0
755,776,1,0
323,755,1,0
728,755,1,0
324,755,1,0
8,755,1,0
19,755,1,0
387,755,1,0
291,755,1,0
399,755,1,0
636,755,1,0
425,755,1,0
443,755,1,0
563,755,1,0
96,110,1,0
96,115,1,0
96,762,1,0
96,1065,1,0
96,122,1,0
96,274,1,0
96,776,1,0
96,323,1,0
96,728,1,0
96,324,1,0
8,96,1,0
19,96,1,0
96,387,1,0
96,291,1,0
96,399,1,0
96,636,1,0
96,425,1,0
96,443,1,0
96,563,1,0
110,115,1,0
110,762,1,0
110,1065,1,0
110,122,1,0
110,274,1,0
110,776,1,0
110,323,1,0
110,728,1,0
110,324,1,0
8,110,1,0
19,110,1,0
110,387,1,0
110,291,1,0
110,399,1,0
110,636,1,0
110,425,1,0
110,443,1,0
110,563,1,0
115,762,1,0
115,1065,1,0
115,122,1,0
115,274,1,0
115,776,1,0
115,323,1,0
115,728,1,0
115,324,1,0
8,115,1,0
19,115,1,0
115,387,1,0
115,291,1,0
115,399,1,0
115,636,1,0
115,425,1,0
115,443,1,0
115,563,1,0
762,1065,1,0
122,762,1,0
274,762,1,0
762,776,1,0
323,762,1,0
728,762,1,0
324,762,1,0
8,762,1,0
19,762,1,0
387,762,1,0
291,762,1,0
399,762,1,0
636,762,1,0
425,762,1,0
443,762,1,0
563,762,1,0
122,1065,1,0
274,1065,1,0
776,1065,1,0
323,1065,1,0
728,1065,1,0
324,1065,1,0
8,1065,1,0
19,1065,1,0
387,1065,1,0
291,1065,1,0
399,1065,1,0
636,1065,1,0
425,1065,1,0
443,1065,1,0
563,1065,1,0
122,274,1,0
122,776,1,0
122,323,1,0
122,728,1,0
122,324,1,0
8,122,1,0
19,122,1,0
122,387,1,0
122,291,1,0
122,399,1,0
122,636,1,0
122,425,1,0
122,443,1,0
122,563,1,0
274,776,1,0
274,323,1,0
274,728,1,0
274,324,1,0
8,274,1,0
19,274,1,0
274,387,1,0
274,291,1,0
274,399,1,0
274,636,1,0
274,425,1,0
274,443,1,0
274,563,1,0
323,776,1,0
728,776,1,0
324,776,1,0
8,776,1,0
19,776,1,0
387,776,1,0
291,776,1,0
399,776,1,0
636,776,1,0
425,776,1,0
443,776,1,0
563,776,1,0
323,728,1,0
323,324,1,0
8,323,1,0
19,323,1,0
323,387,1,0
291,323,1,0
323,399,1,0
323,636,1,0
323,425,1,0
323,443,1,0
323,563,1,0
324,728,1,0
8,728,1,0
19,728,1,0
387,728,1,0
291,728,1,0
399,728,1,0
636,728,1,0
425,728,1,0
443,728,1,0
563,728,1,0
8,324,1,0
19,324,1,0
324,387,1,0
291,324,1,0
324,399,1,0
324,636,1,0
324,425,1,0
324,443,1,0
324,563,1,0
8,19,1,0
8,387,1,0
8,291,1,0
8,399,1,0
8,636,1,0
8,425,1,0
8,443,1,0
8,563,1,0
19,387,1,0
19,291,1,0
19,399,1,0
19,636,1,0
19,425,1,0
19,443,1,0
19,563,1,0
291,387,1,0
387,399,1,0
387,636,1,0
387,425,1,0
387,443,1,0
387,563,1,0
291,399,1,0
291,636,1,0
291,425,1,0
291,443,1,0
291,563,1,0
399,636,1,0
399,425,1,0
399,443,1,0
399,563,1,0
425,636,1,0
443,636,1,0
563,636,1,0
425,443,1,0
425,563,1,0
443,563,1,0
416,660,1,0
416,549,1,0
549,660,1,0
512,1149,1,0
260,515,1,0
660,1080,1,3
55,912,1,17
716,912,1,17
55,716,1,17
111,380,1,0
111,812,2,5
98,311,1,0
111,187,1,4
187,812,1,4
171,232,3,1
11,1064,2,1
44,422,3,12
473,504,3,7
422,934,1,3
44,934,1,3
801,1023,1,10
566,1023,1,10
566,801,1,10
422,473,1,7
44,473,1,7
102,359,3,73
359,554,2,73
359,522,2,73
18,359,2,73
359,1166,2,73
75,359,2,73
359,494,2,73
293,359,2,73
118,359,1,25
359,633,2,73
359,488,1,25
359,1134,2,73
359,360,2,73
102,554,2,73
102,522,2,73
18,102,2,73
102,1166,2,73
75,102,2,73
102,494,2,73
102,293,2,73
102,118,1,25
102,633,2,73
102,488,1,25
102,1134,2,73
102,360,2,73
522,554,2,73
18,554,2,73
554,1166,2,73
75,554,2,73
494,554,2,73
293,554,2,73
118,554,1,25
554,633,2,73
488,554,1,25
554,1134,2,73
360,554,2,73
18,522,2,73
522,1166,2,73
75,522,2,73
494,522,2,73
293,522,2,73
118,522,1,25
522,633,2,73
488,522,1,25
522,1134,2,73
360,522,2,73
18,1166,2,73
18,75,2,73
18,494,2,73
18,293,2,73
18,118,1,25
18,633,2,73
18,488,1,25
18,1134,2,73
18,360,2,73
75,1166,2,73
494,1166,2,73
293,1166,2,73
118,1166,1,25
633,1166,2,73
488,1166,1,25
1134,1166,2,73
360,1166,2,73
75,494,2,73
75,293,2,73
75,118,1,25
75,633,2,73
75,488,1,25
75,1134,2,73
75,360,2,73
293,494,2,73
118,494,1,25
494,633,2,73
488,494,1,25
494,1134,2,73
360,494,2,73
118,293,1,25
293,633,2,73
293,488,1,25
293,1134,2,73
293,360,2,73
118,633,1,25
118,488,1,25
118,1134,1,25
118,360,1,25
488,633,1,25
633,1134,2,73
360,633,2,73
488,1134,1,25
360,488,1,25
360,1134,2,73
82,999,1,0
82,287,1,0
66,82,1,0
287,999,1,0
66,999,1,0
66,287,1,0
623,826,3,270
333,623,1,0
623,902,1,0
623,699,2,21
189,623,3,270
623,687,2,249
42,623,1,0
623,835,1,0
120,623,3,270
623,717,3,270
90,623,1,0
623,867,3,270
77,623,1,0
623,657,2,21
194,623,3,270
623,708,2,21
623,1088,2,21
623,713,1,0
333,826,1,0
826,902,2,0
699,826,2,21
189,826,4,270
687,826,3,249
42,826,1,0
826,835,1,0
120,826,4,270
717,826,4,270
90,826,2,0
826,867,4,270
77,826,2,0
657,826,2,21
194,826,4,270
708,826,2,21
826,1088,2,21
713,826,2,0
333,902,1,0
333,699,1,0
189,333,1,0
333,687,1,0
42,333,1,0
333,835,1,0
120,333,1,0
333,717,1,0
90,333,1,0
333,867,1,0
77,333,1,0
333,657,1,0
194,333,1,0
333,708,1,0
333,1088,1,0
333,713,1,0
699,902,1,0
189,902,2,0
687,902,2,0
42,902,1,0
835,902,1,0
120,902,2,0
717,902,2,0
90,902,2,0
867,902,2,0
77,902,2,0
657,902,1,0
194,902,2,0
708,902,1,0
902,1088,1,0
713,902,2,0
189,699,2,21
687,699,1,0
42,699,1,0
699,835,1,0
120,699,2,21
699,717,2,21
90,699,1,0
699,867,2,21
77,699,1,0
657,699,2,21
194,699,2,21
699,708,2,21
699,1088,2,21
699,713,1,0
189,687,3,249
42,189,1,0
189,835,1,0
120,189,5,270
189,717,4,270
90,189,2,0
189,867,4,270
77,189,2,0
189,657,2,21
189,194,4,270
189,708,2,21
189,1088,2,21
189,713,2,0
42,687,1,0
687,835,1,0
120,687,3,249
687,717,3,249
90,687,2,0
687,867,3,249
77,687,2,0
657,687,1,0
194,687,3,249
687,708,1,0
687,1088,1,0
687,713,2,0
42,835,1,0
42,120,1,0
42,717,1,0
42,90,1,0
42,867,1,0
42,77,1,0
42,657,1,0
42,194,1,0
42,708,1,0
42,1088,1,0
42,713,1,0
120,835,1,0
717,835,1,0
90,835,1,0
835,867,1,0
77,835,1,0
657,835,1,0
194,835,1,0
708,835,1,0
835,1088,1,0
713,835,1,0
120,717,4,270
90,120,2,0
120,867,6,308
77,120,2,0
120,657,2,21
120,194,4,270
120,708,2,21
120,1088,2,21
120,713,2,0
90,717,2,0
717,867,4,270
77,717,2,0
657,717,2,21
194,717,4,270
708,717,2,21
717,1088,2,21
713,717,2,0
90,867,2,0
77,90,2,0
90,657,1,0
90,194,2,0
90,708,1,0
90,1088,1,0
90,713,2,0
77,867,2,0
657,867,2,21
194,867,4,270
708,867,2,21
867,1088,2,21
713,867,2,0
77,657,1,0
77,194,2,0
77,708,1,0
77,1088,1,0
77,713,2,0
194,657,2,21
657,708,2,21
657,1088,2,21
657,713,1,0
194,708,2,21
194,1088,2,21
194,713,2,0
708,1088,2,21
708,713,1,0
713,1088,1,0
185,1075,1,2
189,676,1,0
120,676,1,0
623,650,1,21
623,939,1,21
306,623,1,21
623,1081,1,21
186,623,1,21
623,810,1,21
623,964,2,270
623,711,2,270
623,672,2,270
650,826,1,21
650,699,1,21
189,650,1,21
650,939,1,21
120,650,1,21
650,717,1,21
306,650,1,21
650,1081,1,21
650,867,1,21
186,650,1,21
650,810,1,21
194,650,1,21
650,657,1,21
650,708,1,21
650,1088,1,21
650,964,1,21
650,711,1,21
650,672,1,21
826,939,1,21
306,826,1,21
826,1081,1,21
186,826,1,21
810,826,1,21
826,964,2,270
711,826,3,270
672,826,2,270
699,939,1,21
306,699,1,21
699,1081,1,21
186,699,1,21
699,810,1,21
699,964,1,21
699,711,1,21
672,699,1,21
189,939,1,21
189,306,1,21
189,1081,1,21
186,189,1,21
189,810,1,21
189,964,2,270
189,711,3,270
189,672,2,270
120,939,1,21
717,939,1,21
306,939,1,21
939,1081,1,21
867,939,1,21
186,939,1,21
810,939,1,21
194,939,1,21
657,939,1,21
708,939,1,21
939,1088,1,21
939,964,1,21
711,939,1,21
672,939,1,21
120,306,1,21
120,1081,1,21
120,186,1,21
120,810,1,21
120,964,2,270
120,711,3,270
120,672,2,270
306,717,1,21
717,1081,1,21
186,717,1,21
717,810,1,21
717,964,2,270
711,717,3,270
672,717,2,270
306,1081,1,21
306,867,1,21
186,306,1,21
306,810,1,21
194,306,1,21
306,657,1,21
306,708,1,21
306,1088,1,21
306,964,1,21
306,711,1,21
306,672,1,21
867,1081,1,21
186,1081,1,21
810,1081,1,21
194,1081,1,21
657,1081,1,21
708,1081,1,21
1081,1088,1,21
964,1081,1,21
711,1081,1,21
672,1081,1,21
186,867,1,21
810,867,1,21
867,964,2,270
711,867,3,270
672,867,2,270
186,810,1,21
186,194,1,21
186,657,1,21
186,708,1,21
186,1088,1,21
186,964,1,21
186,711,1,21
186,672,1,21
194,810,1,21
657,810,1,21
708,810,1,21
810,1088,1,21
810,964,1,21
711,810,1,21
672,810,1,21
194,964,2,270
194,711,3,270
194,672,2,270
657,964,1,21
657,711,1,21
657,672,1,21
708,964,1,21
708,711,1,21
672,708,1,21
964,1088,1,21
711,1088,1,21
672,1088,1,21
711,964,2,270
672,964,2,270
672,711,2,270
92,1005,1,0
92,592,1,0
92,132,1,0
592,1005,5,38
132,1005,5,38
132,592,5,38
82,1005,4,38
1005,1069,2,8
82,132,4,38
82,1069,2,8
82,592,4,38
132,1069,2,8
592,1069,2,8
106,826,1,0
679,826,1,0
671,826,1,0
550,826,1,0
106,902,1,0
679,902,1,0
711,902,1,0
671,902,1,0
550,902,1,0
106,189,1,0
189,679,1,0
189,671,1,0
189,550,1,0
106,687,1,0
679,687,1,0
687,711,2,249
671,687,1,0
550,687,1,0
106,120,1,0
120,679,1,0
120,671,1,0
120,550,1,0
106,717,1,0
679,717,1,0
671,717,1,0
550,717,1,0
90,106,1,0
90,679,1,0
90,711,1,0
90,671,1,0
90,550,1,0
106,867,1,0
679,867,1,0
671,867,1,0
550,867,1,0
77,106,1,0
77,679,1,0
77,711,1,0
77,671,1,0
77,550,1,0
106,194,1,0
194,679,1,0
194,671,1,0
194,550,1,0
106,713,1,0
679,713,1,0
711,713,1,0
671,713,1,0
550,713,1,0
106,679,1,0
106,711,1,0
106,671,1,0
106,550,1,0
679,711,1,0
671,679,1,0
550,679,1,0
671,711,1,0
550,711,1,0
550,671,1,0
518,891,1,66
826,891,1,66
518,826,1,66
623,698,1,249
623,992,1,249
623,710,1,249
698,826,1,249
826,992,1,249
710,826,1,249
189,698,1,249
687,698,1,249
120,698,1,249
698,717,1,249
698,867,1,249
698,992,1,249
194,698,1,249
698,710,1,249
698,964,1,249
698,711,1,249
672,698,1,249
189,992,1,249
189,710,1,249
687,992,1,249
687,710,1,249
687,964,1,249
672,687,1,249
120,992,1,249
120,710,1,249
717,992,1,249
710,717,1,249
867,992,1,249
710,867,1,249
194,992,1,249
710,992,1,249
964,992,1,249
711,992,1,249
672,992,1,249
194,710,1,249
710,964,1,249
710,711,1,249
672,710,1,249
559,818,1,0
559,980,1,0
305,559,1,0
818,980,1,0
305,818,1,0
305,980,1,0
798,1074,1,0
798,1142,1,0
753,798,1,0
276,798,1,0
138,798,1,0
1074,1142,1,0
753,1074,1,0
276,1074,1,0
138,1074,1,0
753,1142,1,0
276,1142,1,0
138,1142,1,0
276,753,5,6
138,753,4,0
138,276,4,0
589,1101,14,102
589,608,11,84
589,752,1,0
439,589,1,0
589,797,1,0
589,625,5,54
589,736,6,54
589,885,2,12
589,709,6,54
589,751,11,102
276,589,13,101
608,1101,10,78
752,1101,1,0
439,1101,1,0
797,1101,1,0
625,1101,4,48
736,1101,5,48
885,1101,2,12
709,1101,5,48
751,1101,10,96
276,1101,11,95
608,752,1,0
439,608,1,0
608,797,1,0
608,625,7,104
608,736,8,104
608,885,3,15
608,709,7,57
608,751,11,129
276,608,13,157
439,752,1,0
752,797,1,0
625,752,1,0
736,752,1,0
752,885,1,0
709,752,1,0
751,752,1,0
276,752,1,0
439,797,1,0
439,625,1,0
439,736,1,0
439,885,1,0
439,709,1,0
439,751,1,0
276,439,1,0
625,797,1,0
736,797,1,0
797,885,1,0
709,797,1,0
751,797,1,0
276,797,1,0
625,736,9,177
625,885,3,15
625,709,8,130
625,751,9,177
276,625,9,177
736,885,3,15
709,736,9,130
736,751,10,177
276,736,10,177
709,885,3,15
751,885,3,15
276,885,3,15
709,751,9,130
276,709,9,130
276,751,13,219
143,421,5,88
143,920,5,88
104,143,5,88
143,1119,5,88
143,958,5,88
143,267,5,88
143,984,3,15
143,1117,5,88
143,1156,5,88
143,1103,5,88
143,824,5,88
143,195,5,88
32,143,2,8
143,1101,2,12
143,589,2,12
143,608,3,15
143,627,1,0
143,736,5,88
143,837,1,0
143,751,5,88
143,709,5,88
143,276,5,88
143,520,5,88
15,143,5,88
88,143,4,83
143,265,3,15
143,911,3,15
143,848,3,15
143,742,3,15
143,610,2,3
143,743,3,15
421,920,5,88
104,421,5,88
421,1119,5,88
421,958,5,88
267,421,5,88
421,984,3,15
421,1117,5,88
421,1156,5,88
421,1103,5,88
421,824,5,88
195,421,5,88
32,421,2,8
421,1101,2,12
421,589,2,12
421,608,3,15
421,627,1,0
421,736,5,88
421,837,1,0
421,751,5,88
421,709,5,88
276,421,5,88
421,520,5,88
15,421,5,88
88,421,4,83
265,421,3,15
421,911,3,15
421,848,3,15
421,742,3,15
421,610,2,3
421,743,3,15
104,920,5,88
920,1119,5,88
920,958,5,88
267,920,5,88
920,984,3,15
920,1117,5,88
920,1156,5,88
920,1103,5,88
824,920,5,88
195,920,5,88
32,920,2,8
920,1101,2,12
589,920,2,12
608,920,3,15
627,920,1,0
736,920,5,88
837,920,1,0
751,920,5,88
709,920,5,88
276,920,5,88
520,920,5,88
15,920,5,88
88,920,4,83
265,920,3,15
911,920,3,15
848,920,3,15
742,920,3,15
610,920,2,3
743,920,3,15
104,1119,5,88
104,958,5,88
104,267,5,88
104,984,3,15
104,1117,5,88
104,1156,5,88
104,1103,5,88
104,824,5,88
104,195,5,88
32,104,2,8
104,1101,2,12
104,589,2,12
104,608,3,15
104,627,1,0
104,736,5,88
104,837,1,0
104,751,5,88
104,709,5,88
104,276,5,88
104,520,5,88
15,104,5,88
88,104,4,83
104,265,3,15
104,911,3,15
104,848,3,15
104,742,3,15
104,610,2,3
104,743,3,15
958,1119,5,88
267,1119,5,88
984,1119,3,15
1117,1119,5,88
1119,1156,5,88
1103,1119,5,88
824,1119,5,88
195,1119,5,88
32,1119,2,8
1101,1119,2,12
589,1119,2,12
608,1119,3,15
627,1119,1,0
736,1119,5,88
837,1119,1,0
751,1119,5,88
709,1119,5,88
276,1119,5,88
520,1119,5,88
15,1119,5,88
88,1119,4,83
265,1119,3,15
911,1119,3,15
848,1119,3,15
742,1119,3,15
610,1119,2,3
743,1119,3,15
267,958,5,88
958,984,3,15
958,1117,5,88
958,1156,5,88
958,1103,5,88
824,958,5,88
195,958,5,88
32,958,2,8
958,1101,2,12
589,958,2,12
608,958,3,15
627,958,1,0
736,958,5,88
837,958,1,0
751,958,5,88
709,958,5,88
276,958,5,88
520,958,5,88
15,958,5,88
88,958,4,83
265,958,3,15
911,958,3,15
848,958,3,15
742,958,3,15
610,958,2,3
743,958,3,15
267,984,3,15
267,1117,5,88
267,1156,5,88
267,1103,5,88
267,824,5,88
195,267,5,88
32,267,2,8
267,1101,2,12
267,589,2,12
267,608,3,15
267,627,1,0
267,736,5,88
267,837,1,0
267,751,5,88
267,709,5,88
267,276,5,88
267,520,5,88
15,267,5,88
88,267,4,83
265,267,3,15
267,911,3,15
267,848,3,15
267,742,3,15
267,610,2,3
267,743,3,15
984,1117,3,15
984,1156,3,15
984,1103,3,15
824,984,3,15
195,984,3,15
32,984,1,3
984,1101,2,12
589,984,2,12
608,984,3,15
627,984,1,0
736,984,3,15
837,984,1,0
751,984,3,15
709,984,3,15
276,984,3,15
520,984,3,15
15,984,3,15
88,984,3,15
265,984,3,15
911,984,3,15
848,984,3,15
742,984,3,15
610,984,2,3
743,984,3,15
1117,1156,5,88
1103,1117,5,88
824,1117,5,88
195,1117,5,88
32,1117,2,8
1101,1117,2,12
589,1117,2,12
608,1117,3,15
627,1117,1,0
736,1117,5,88
837,1117,1,0
751,1117,5,88
709,1117,5,88
276,1117,5,88
520,1117,5,88
15,1117,5,88
88,1117,4,83
265,1117,3,15
911,1117,3,15
848,1117,3,15
742,1117,3,15
610,1117,2,3
743,1117,3,15
1103,1156,5,88
824,1156,5,88
195,1156,5,88
32,1156,2,8
1101,1156,2,12
589,1156,2,12
608,1156,3,15
627,1156,1,0
736,1156,5,88
837,1156,1,0
751,1156,5,88
709,1156,5,88
276,1156,5,88
520,1156,5,88
15,1156,5,88
88,1156,4,83
265,1156,3,15
911,1156,3,15
848,1156,3,15
742,1156,3,15
610,1156,2,3
743,1156,3,15
824,1103,5,88
195,1103,5,88
32,1103,2,8
1101,1103,2,12
589,1103,2,12
608,1103,3,15
627,1103,1,0
736,1103,5,88
837,1103,1,0
751,1103,5,88
709,1103,5,88
276,1103,5,88
520,1103,5,88
15,1103,5,88
88,1103,4,83
265,1103,3,15
911,1103,3,15
848,1103,3,15
742,1103,3,15
610,1103,2,3
743,1103,3,15
195,824,5,88
32,824,2,8
824,1101,2,12
589,824,2,12
608,824,3,15
627,824,1,0
736,824,5,88
824,837,1,0
751,824,5,88
709,824,5,88
276,824,5,88
520,824,5,88
15,824,5,88
88,824,4,83
265,824,3,15
824,911,3,15
824,848,3,15
742,824,3,15
610,824,2,3
743,824,3,15
32,195,2,8
195,1101,2,12
195,589,2,12
195,608,3,15
195,627,1,0
195,736,5,88
195,837,1,0
195,751,5,88
195,709,5,88
195,276,5,88
195,520,5,88
15,195,5,88
88,195,4,83
195,265,3,15
195,911,3,15
195,848,3,15
195,742,3,15
195,610,2,3
195,743,3,15
32,1101,0,0
32,589,0,0
32,608,1,3
32,627,0,0
32,736,2,8
32,837,0,0
32,751,2,8
32,709,2,8
32,276,2,8
32,520,2,8
15,32,2,8
32,88,1,3
32,265,1,3
32,911,1,3
32,848,1,3
32,742,1,3
32,610,1,3
32,743,1,3
627,1101,1,0
837,1101,1,0
520,1101,2,12
15,1101,2,12
88,1101,2,12
265,1101,2,12
911,1101,2,12
848,1101,2,12
742,1101,2,12
610,1101,1,0
743,1101,2,12
589,627,1,0
589,837,1,0
520,589,2,12
15,589,2,12
88,589,2,12
265,589,2,12
589,911,2,12
589,848,2,12
589,742,2,12
589,610,1,0
589,743,2,12
608,627,1,0
608,837,1,0
520,608,3,15
15,608,3,15
88,608,3,15
265,608,3,15
608,911,3,15
608,848,3,15
608,742,3,15
608,610,2,3
608,743,3,15
627,736,1,0
627,837,1,0
627,751,1,0
627,709,1,0
276,627,1,0
520,627,1,0
15,627,1,0
88,627,1,0
265,627,1,0
627,911,1,0
627,848,1,0
627,742,1,0
610,627,1,0
627,743,1,0
736,837,1,0
520,736,5,88
15,736,5,88
88,736,4,83
265,736,3,15
736,911,3,15
736,848,3,15
736,742,3,15
610,736,2,3
736,743,3,15
751,837,1,0
709,837,1,0
276,837,1,0
520,837,1,0
15,837,1,0
88,837,1,0
265,837,1,0
837,911,1,0
837,848,1,0
742,837,1,0
610,837,1,0
743,837,1,0
520,751,5,88
15,751,5,88
88,751,4,83
265,751,3,15
751,911,3,15
751,848,3,15
742,751,3,15
610,751,2,3
743,751,3,15
520,709,5,88
15,709,5,88
88,709,4,83
265,709,3,15
709,911,3,15
709,848,3,15
709,742,3,15
610,709,2,3
709,743,3,15
276,520,5,88
15,276,5,88
88,276,4,83
265,276,3,15
276,911,3,15
276,848,3,15
276,742,3,15
276,610,2,3
276,743,3,15
15,520,5,88
88,520,4,83
265,520,3,15
520,911,3,15
520,848,3,15
520,742,3,15
520,610,2,3
520,743,3,15
15,88,4,83
15,265,3,15
15,911,3,15
15,848,3,15
15,742,3,15
15,610,2,3
15,743,3,15
