Name1,Name2,Total_Paper_Count,Total_Citations_Achieved
314,465,1,16
465,1006,1,16
465,930,1,16
108,134,1,16
108,162,1,16
108,320,1,16
108,487,1,16
108,938,1,16
108,295,1,16
108,688,1,16
108,314,1,16
108,1006,1,16
108,930,1,16
134,162,1,16
134,320,1,16
134,487,1,16
134,938,1,16
134,295,1,16
134,688,1,16
134,314,1,16
134,1006,1,16
134,930,1,16
162,320,1,16
162,487,1,16
162,938,1,16
162,295,1,16
162,688,1,16
162,314,1,16
162,1006,1,16
162,930,1,16
320,487,1,16
320,938,1,16
295,320,1,16
320,688,1,16
314,320,1,16
320,1006,1,16
320,930,1,16
487,938,1,16
295,487,1,16
487,688,1,16
314,487,1,16
487,1006,1,16
487,930,1,16
295,938,1,16
688,938,1,16
314,938,1,16
938,1006,1,16
930,938,1,16
295,688,1,16
295,314,1,16
295,1006,1,16
295,930,1,16
314,688,1,16
688,1006,1,16
688,930,1,16
314,1006,1,16
314,930,1,16
930,1006,1,16
252,493,1,3
252,533,1,3
144,767,1,0
188,767,1,0
144,188,1,0
493,906,1,2
793,906,1,2
493,793,1,2
533,880,1,4
533,1055,1,4
533,694,1,4
880,1055,1,4
694,880,1,4
694,1055,1,4
635,661,1,0
635,1067,1,0
138,635,1,0
661,1067,1,0
138,661,1,0
138,1067,1,0
310,974,1,0
310,829,1,0
829,974,1,0
81,247,2,6
670,874,1,1
874,875,3,19
670,875,1,1
875,1083,2,18
875,946,2,18
874,1083,2,18
946,1083,2,18
874,946,2,18
81,974,2,7
247,974,1,5
715,769,1,2
81,769,1,2
769,974,1,2
81,715,1,2
715,974,1,2
149,974,1,0
371,875,3,7
875,974,1,0
371,974,1,0
351,875,1,3
351,371,1,3
1160,1163,1,0
210,1160,1,0
437,1160,2,5
1144,1160,1,0
210,1163,1,0
437,1163,1,0
1144,1163,1,0
210,437,1,0
210,1144,1,0
437,1144,1,0
209,1173,2,5
209,892,3,12
209,435,3,12
892,1173,1,5
435,1173,1,5
435,892,3,12
13,893,1,1
209,893,3,26
13,209,1,1
750,1161,1,0
750,1160,1,0
750,893,1,0
750,818,1,0
1160,1161,1,0
893,1161,1,0
818,1161,1,0
893,1160,3,3
818,1160,1,0
818,893,1,0
209,502,2,7
502,892,2,7
435,502,2,7
259,1160,1,1
184,1160,2,6
1159,1160,1,1
514,1160,1,1
259,893,1,1
184,893,1,1
893,1159,6,42
514,893,4,33
184,259,1,1
259,1159,1,1
259,514,1,1
184,1159,1,1
184,514,1,1
514,1159,2,25
893,919,1,1
893,1061,3,11
332,893,2,4
382,893,1,1
508,893,3,11
893,989,1,1
919,1061,1,1
332,919,1,1
382,919,1,1
508,919,1,1
919,989,1,1
332,1061,2,4
382,1061,1,1
508,1061,3,11
989,1061,1,1
332,382,1,1
332,508,2,4
332,989,1,1
382,508,1,1
382,989,1,1
508,989,1,1
148,1136,1,16
394,501,1,35
432,501,2,35
438,501,1,35
501,1164,1,35
501,1139,1,35
394,432,1,35
394,438,1,35
394,1164,1,35
394,1139,1,35
432,438,1,35
432,1164,1,35
432,1139,1,35
438,1164,1,35
438,1139,1,35
1139,1164,1,35
209,1147,1,24
893,1147,1,24
501,1147,1,24
1147,1159,1,24
514,1147,1,24
209,501,1,24
209,1159,1,24
209,514,2,25
501,893,1,24
501,1159,1,24
501,514,1,24
209,729,1,7
729,892,1,7
435,729,1,7
502,729,1,7
452,734,1,1
379,734,1,1
734,1032,1,1
379,452,1,1
452,1032,1,1
379,1032,1,1
201,1173,1,0
201,209,1,0
1159,1175,3,16
1041,1159,2,25
1036,1159,1,10
1041,1175,1,10
1036,1175,1,10
893,1175,3,16
1036,1041,1,10
893,1041,1,10
893,1036,1,10
1132,1159,4,39
269,1159,1,6
1132,1175,2,6
269,1175,1,6
893,1132,2,6
269,1132,1,6
269,893,1,6
1129,1159,1,1
1159,1174,2,16
1159,1171,1,1
749,1159,1,1
1129,1174,1,1
1129,1171,1,1
749,1129,1,1
893,1129,1,1
1171,1174,1,1
749,1174,1,1
893,1174,1,1
749,1171,1,1
893,1171,1,1
749,893,1,1
1132,1174,1,15
1132,1182,1,15
1132,1162,1,15
1041,1132,1,15
1174,1182,1,15
1162,1174,1,15
1041,1174,1,15
1162,1182,1,15
1041,1182,1,15
1159,1182,1,15
1041,1162,1,15
1159,1162,1,15
738,1132,1,18
423,1132,1,18
1132,1153,1,18
423,738,1,18
738,1159,1,18
738,1153,1,18
423,1159,1,18
423,1153,1,18
1153,1159,1,18
245,573,1,5
184,245,1,5
245,1160,1,5
245,1172,1,5
245,437,1,5
245,591,1,5
184,573,1,5
573,1160,1,5
573,1172,1,5
437,573,1,5
573,591,1,5
184,1172,1,5
184,437,1,5
184,591,1,5
1160,1172,1,5
591,1160,1,5
437,1172,1,5
591,1172,1,5
437,591,1,5
209,1170,1,1
893,1170,1,1
514,1170,1,1
514,1061,1,7
508,514,1,7
893,1019,1,2
1019,1160,1,2
241,840,1,0
600,840,1,0
450,840,1,0
840,923,1,0
303,840,1,0
241,600,1,0
241,450,1,0
241,923,1,0
241,303,1,0
450,600,1,0
600,923,1,0
303,600,1,0
450,923,1,0
303,450,1,0
303,923,1,0
5,24,1,0
24,825,1,0
24,732,1,0
5,825,1,0
5,732,1,0
732,825,1,0
213,470,1,0
470,477,1,0
470,703,1,0
470,1150,1,0
470,1099,1,0
470,861,1,0
213,477,1,0
213,703,1,0
213,1150,1,0
213,1099,1,0
213,861,1,0
477,703,1,0
477,1150,1,0
477,1099,1,0
477,861,1,0
703,1150,1,0
703,1099,1,0
703,861,1,0
1099,1150,1,0
861,1150,1,0
861,1099,1,0
725,794,1,0
794,1099,1,0
725,1099,1,0
540,928,1,0
645,898,1,0
807,898,1,0
467,898,1,0
731,898,1,0
645,807,2,0
467,645,5,3
645,731,2,0
467,807,2,0
731,807,2,0
467,731,2,0
726,943,2,26
637,1108,1,8
1093,1108,2,8
17,1108,1,8
943,1108,2,8
646,1108,1,8
637,1093,1,8
17,637,1,8
637,943,1,8
637,646,1,8
17,1093,1,8
943,1093,5,19
646,1093,1,8
17,943,1,8
17,646,1,8
646,943,1,8
168,303,1,2
168,1148,1,2
303,1148,1,2
925,943,1,0
897,1040,1,0
97,1040,1,0
823,1040,1,0
97,897,2,0
823,897,16,52
97,823,2,0
286,299,1,3
286,799,1,3
246,286,1,3
286,1093,1,3
286,943,1,3
299,799,1,3
246,299,1,3
299,1093,1,3
299,943,1,3
246,799,1,3
799,1093,1,3
799,943,1,3
246,1093,1,3
246,943,1,3
489,977,1,3
25,977,1,3
251,977,1,3
943,977,1,3
25,489,1,3
251,489,1,3
489,943,1,3
25,251,1,3
25,943,1,3
251,943,1,3
50,1093,1,3
50,943,1,3
40,124,1,4
40,544,1,4
40,579,1,4
40,943,1,4
124,544,1,4
124,579,1,4
124,943,1,4
544,579,1,4
544,943,1,4
579,943,1,4
303,983,1,5
983,1093,1,5
943,983,1,5
303,1093,1,5
303,943,1,5
828,1021,1,0
916,1021,1,0
828,916,1,0
582,652,1,2
54,652,1,1
261,1015,1,2
1015,1096,1,2
261,1096,1,2
175,212,1,2
175,1043,1,2
175,534,1,2
175,605,1,2
212,1043,1,2
212,534,1,2
212,605,1,2
534,1043,1,2
605,1043,1,2
534,605,1,2
478,484,2,0
289,445,1,0
445,1187,1,0
445,484,1,0
445,478,1,0
445,612,1,0
445,641,1,0
445,1130,1,0
445,1092,1,0
445,937,1,0
445,936,1,0
23,445,1,0
330,445,1,0
48,445,1,0
20,445,1,0
116,445,1,0
121,445,1,0
65,445,1,0
445,1095,1,0
268,445,1,0
445,723,1,0
199,445,1,0
309,445,1,0
396,445,1,0
445,459,1,0
278,445,1,0
444,445,1,0
445,827,1,0
445,759,1,0
445,982,1,0
445,1091,1,0
445,1011,1,0
445,1056,1,0
445,1057,1,0
445,1060,1,0
445,1113,1,0
445,1183,1,0
445,809,1,0
298,445,1,0
49,445,1,0
445,755,1,0
96,445,1,0
110,445,1,0
115,445,1,0
445,762,1,0
445,1065,1,0
122,445,1,0
274,445,1,0
445,776,1,0
323,445,1,0
445,728,1,0
324,445,1,0
8,445,1,0
19,445,1,0
387,445,1,0
291,445,1,0
399,445,1,0
445,636,1,0
425,445,1,0
443,445,1,0
445,563,1,0
289,1187,1,0
289,484,1,0
289,478,1,0
289,612,1,0
289,641,1,0
289,1130,1,0
289,1092,1,0
289,937,1,0
289,936,1,0
23,289,1,0
289,330,1,0
48,289,1,0
20,289,1,0
116,289,1,0
121,289,1,0
65,289,1,0
289,1095,1,0
268,289,1,0
289,723,1,0
199,289,1,0
289,309,1,0
289,396,1,0
289,459,1,0
278,289,1,0
289,444,1,0
289,827,1,0
289,759,1,0
289,982,1,0
289,1091,1,0
289,1011,1,0
289,1056,1,0
289,1057,1,0
289,1060,1,0
289,1113,1,0
289,1183,1,0
289,809,1,0
289,298,1,0
49,289,1,0
289,755,1,0
96,289,1,0
110,289,1,0
115,289,1,0
289,762,1,0
289,1065,1,0
122,289,1,0
274,289,1,0
289,776,1,0
289,323,1,0
289,728,1,0
289,324,1,0
8,289,1,0
19,289,1,0
289,387,1,0
289,291,1,0
289,399,1,0
289,636,1,0
289,425,1,0
289,443,1,0
289,563,1,0
484,1187,1,0
478,1187,1,0
612,1187,1,0
641,1187,1,0
1130,1187,1,0
1092,1187,1,0
937,1187,1,0
936,1187,1,0
23,1187,1,0
330,1187,1,0
48,1187,1,0
20,1187,1,0
116,1187,1,0
121,1187,1,0
65,1187,1,0
1095,1187,1,0
268,1187,1,0
723,1187,1,0
199,1187,1,0
309,1187,1,0
396,1187,1,0
459,1187,1,0
278,1187,1,0
444,1187,1,0
827,1187,1,0
759,1187,1,0
982,1187,1,0
1091,1187,1,0
1011,1187,1,0
1056,1187,1,0
1057,1187,1,0
1060,1187,1,0
1113,1187,1,0
1183,1187,1,0
809,1187,1,0
298,1187,1,0
49,1187,1,0
755,1187,1,0
96,1187,1,0
110,1187,1,0
115,1187,1,0
762,1187,1,0
1065,1187,1,0
122,1187,1,0
274,1187,1,0
776,1187,1,0
323,1187,1,0
728,1187,1,0
324,1187,1,0
8,1187,1,0
19,1187,1,0
387,1187,1,0
291,1187,1,0
399,1187,1,0
636,1187,1,0
425,1187,1,0
443,1187,1,0
563,1187,1,0
484,612,1,0
484,641,1,0
484,1130,1,0
484,1092,1,0
484,937,1,0
484,936,1,0
23,484,1,0
330,484,1,0
48,484,1,0
20,484,1,0
116,484,1,0
121,484,1,0
65,484,1,0
484,1095,1,0
268,484,1,0
484,723,1,0
199,484,1,0
309,484,1,0
396,484,1,0
459,484,1,0
278,484,1,0
444,484,1,0
484,827,1,0
484,759,1,0
484,982,1,0
484,1091,1,0
484,1011,1,0
484,1056,1,0
484,1057,1,0
484,1060,1,0
484,1113,1,0
484,1183,1,0
484,809,1,0
298,484,1,0
49,484,1,0
484,755,1,0
96,484,1,0
110,484,1,0
115,484,1,0
484,762,1,0
484,1065,1,0
122,484,1,0
274,484,1,0
484,776,1,0
323,484,1,0
484,728,1,0
324,484,1,0
8,484,1,0
19,484,1,0
387,484,1,0
291,484,1,0
399,484,1,0
484,636,1,0
425,484,1,0
443,484,1,0
484,563,1,0
478,612,1,0
478,641,1,0
478,1130,1,0
478,1092,1,0
478,937,1,0
478,936,1,0
23,478,1,0
330,478,1,0
48,478,1,0
20,478,1,0
116,478,1,0
121,478,1,0
65,478,1,0
478,1095,1,0
268,478,1,0
478,723,1,0
199,478,1,0
309,478,1,0
396,478,1,0
459,478,1,0
278,478,1,0
444,478,1,0
478,827,1,0
478,759,1,0
478,982,1,0
478,1091,1,0
478,1011,1,0
478,1056,1,0
478,1057,1,0
478,1060,1,0
478,1113,1,0
478,1183,1,0
478,809,1,0
298,478,1,0
49,478,1,0
478,755,1,0
96,478,1,0
110,478,1,0
115,478,1,0
478,762,1,0
478,1065,1,0
122,478,1,0
274,478,1,0
478,776,1,0
323,478,1,0
478,728,1,0
324,478,1,0
8,478,1,0
19,478,1,0
387,478,1,0
291,478,1,0
399,478,1,0
478,636,1,0
425,478,1,0
443,478,1,0
478,563,1,0
612,641,1,0
612,1130,1,0
612,1092,1,0
612,937,1,0
612,936,1,0
23,612,1,0
330,612,1,0
48,612,1,0
20,612,1,0
116,612,1,0
121,612,1,0
65,612,1,0
612,1095,1,0
268,612,1,0
612,723,1,0
199,612,1,0
309,612,1,0
396,612,1,0
459,612,1,0
278,612,1,0
444,612,1,0
612,827,1,0
612,759,1,0
612,982,1,0
612,1091,1,0
612,1011,1,0
612,1056,1,0
612,1057,1,0
612,1060,1,0
612,1113,1,0
612,1183,1,0
612,809,1,0
298,612,1,0
49,612,1,0
612,755,1,0
96,612,1,0
110,612,1,0
115,612,1,0
612,762,1,0
612,1065,1,0
122,612,1,0
274,612,1,0
612,776,1,0
323,612,1,0
612,728,1,0
324,612,1,0
8,612,1,0
19,612,1,0
387,612,1,0
291,612,1,0
399,612,1,0
612,636,1,0
425,612,1,0
443,612,1,0
563,612,1,0
641,1130,1,0
641,1092,1,0
641,937,1,0
641,936,1,0
23,641,1,0
330,641,1,0
48,641,1,0
20,641,1,0
116,641,1,0
121,641,1,0
65,641,1,0
641,1095,1,0
268,641,1,0
641,723,1,0
199,641,1,0
309,641,1,0
396,641,1,0
459,641,1,0
278,641,1,0
444,641,1,0
641,827,1,0
641,759,1,0
641,982,1,0
641,1091,1,0
641,1011,1,0
641,1056,1,0
641,1057,1,0
641,1060,1,0
641,1113,1,0
641,1183,1,0
641,809,1,0
298,641,1,0
49,641,1,0
641,755,1,0
96,641,1,0
110,641,1,0
115,641,1,0
641,762,1,0
641,1065,1,0
122,641,1,0
274,641,1,0
641,776,1,0
323,641,1,0
641,728,1,0
324,641,1,0
8,641,1,0
19,641,1,0
387,641,1,0
291,641,1,0
399,641,1,0
636,641,1,0
425,641,1,0
443,641,1,0
563,641,1,0
1092,1130,1,0
937,1130,1,0
936,1130,1,0
23,1130,1,0
330,1130,1,0
48,1130,1,0
20,1130,1,0
116,1130,1,0
121,1130,1,0
65,1130,1,0
1095,1130,1,0
268,1130,1,0
723,1130,1,0
199,1130,1,0
309,1130,1,0
396,1130,1,0
459,1130,1,0
278,1130,1,0
444,1130,1,0
827,1130,1,0
759,1130,1,0
982,1130,1,0
1091,1130,1,0
1011,1130,1,0
1056,1130,1,0
1057,1130,1,0
1060,1130,1,0
1113,1130,1,0
1130,1183,1,0
809,1130,1,0
298,1130,1,0
49,1130,1,0
755,1130,1,0
96,1130,1,0
110,1130,1,0
115,1130,1,0
762,1130,1,0
1065,1130,1,0
122,1130,1,0
274,1130,1,0
776,1130,1,0
323,1130,1,0
728,1130,1,0
324,1130,1,0
8,1130,1,0
19,1130,1,0
387,1130,1,0
291,1130,1,0
399,1130,1,0
636,1130,1,0
425,1130,1,0
443,1130,1,0
563,1130,1,0
937,1092,1,0
936,1092,1,0
23,1092,1,0
330,1092,1,0
48,1092,1,0
20,1092,1,0
116,1092,1,0
121,1092,1,0
65,1092,1,0
1092,1095,1,0
268,1092,1,0
723,1092,1,0
199,1092,1,0
309,1092,1,0
396,1092,1,0
459,1092,1,0
278,1092,1,0
444,1092,1,0
827,1092,1,0
759,1092,1,0
982,1092,1,0
1091,1092,1,0
1011,1092,1,0
1056,1092,1,0
1057,1092,1,0
1060,1092,1,0
1092,1113,1,0
1092,1183,1,0
809,1092,1,0
298,1092,1,0
49,1092,1,0
755,1092,1,0
96,1092,1,0
110,1092,1,0
115,1092,1,0
762,1092,1,0
1065,1092,1,0
122,1092,1,0
274,1092,1,0
776,1092,1,0
323,1092,1,0
728,1092,1,0
324,1092,1,0
8,1092,1,0
19,1092,1,0
387,1092,1,0
291,1092,1,0
399,1092,1,0
636,1092,1,0
425,1092,1,0
443,1092,1,0
563,1092,1,0
936,937,1,0
23,937,1,0
330,937,1,0
48,937,1,0
20,937,1,0
116,937,1,0
121,937,1,0
65,937,1,0
937,1095,1,0
268,937,1,0
723,937,1,0
199,937,1,0
309,937,1,0
396,937,1,0
459,937,1,0
278,937,1,0
444,937,1,0
827,937,1,0
759,937,1,0
937,982,1,0
937,1091,1,0
937,1011,1,0
937,1056,1,0
937,1057,1,0
937,1060,1,0
937,1113,1,0
937,1183,1,0
809,937,1,0
298,937,1,0
49,937,1,0
755,937,1,0
96,937,1,0
110,937,1,0
115,937,1,0
762,937,1,0
937,1065,1,0
122,937,1,0
274,937,1,0
776,937,1,0
323,937,1,0
728,937,1,0
324,937,1,0
8,937,1,0
19,937,1,0
387,937,1,0
291,937,1,0
399,937,1,0
636,937,1,0
425,937,1,0
443,937,1,0
563,937,1,0
23,936,1,0
330,936,1,0
48,936,1,0
20,936,1,0
116,936,1,0
121,936,1,0
65,936,1,0
936,1095,1,0
268,936,1,0
723,936,1,0
199,936,1,0
309,936,1,0
396,936,1,0
459,936,1,0
278,936,1,0
444,936,1,0
827,936,1,0
759,936,1,0
936,982,1,0
936,1091,1,0
936,1011,1,0
936,1056,1,0
936,1057,1,0
936,1060,1,0
936,1113,1,0
936,1183,1,0
809,936,1,0
298,936,1,0
49,936,1,0
755,936,1,0
96,936,1,0
110,936,1,0
115,936,1,0
762,936,1,0
936,1065,1,0
122,936,1,0
274,936,1,0
776,936,1,0
323,936,1,0
728,936,1,0
324,936,1,0
8,936,1,0
19,936,1,0
387,936,1,0
291,936,1,0
399,936,1,0
636,936,1,0
425,936,1,0
443,936,1,0
563,936,1,0
23,330,1,0
23,48,1,0
20,23,1,0
23,116,1,0
23,121,1,0
23,65,1,0
23,1095,1,0
23,268,1,0
23,723,1,0
23,199,1,0
23,309,1,0
23,396,1,0
23,459,1,0
23,278,1,0
23,444,1,0
23,827,1,0
23,759,1,0
23,982,1,0
23,1091,1,0
23,1011,1,0
23,1056,1,0
23,1057,1,0
23,1060,1,0
23,1113,1,0
23,1183,1,0
23,809,1,0
23,298,1,0
23,49,1,0
23,755,1,0
23,96,1,0
23,110,1,0
23,115,1,0
23,762,1,0
23,1065,1,0
23,122,1,0
23,274,1,0
23,776,1,0
23,323,1,0
23,728,1,0
23,324,1,0
8,23,1,0
19,23,1,0
23,387,1,0
23,291,1,0
23,399,1,0
23,636,1,0
23,425,1,0
23,443,1,0
23,563,1,0
48,330,1,0
20,330,1,0
116,330,1,0
121,330,1,0
65,330,1,0
330,1095,1,0
268,330,1,0
330,723,1,0
199,330,1,0
309,330,1,0
330,396,1,0
330,459,1,0
278,330,1,0
330,444,1,0
330,827,1,0
330,759,1,0
330,982,1,0
330,1091,1,0
330,1011,1,0
330,1056,1,0
330,1057,1,0
330,1060,1,0
330,1113,1,0
330,1183,1,0
330,809,1,0
298,330,1,0
49,330,1,0
330,755,1,0
96,330,1,0
110,330,1,0
115,330,1,0
330,762,1,0
330,1065,1,0
122,330,1,0
274,330,1,0
330,776,1,0
323,330,1,0
330,728,1,0
324,330,1,0
8,330,1,0
19,330,1,0
330,387,1,0
291,330,1,0
330,399,1,0
330,636,1,0
330,425,1,0
330,443,1,0
330,563,1,0
20,48,1,0
48,116,1,0
48,121,1,0
48,65,1,0
48,1095,1,0
48,268,1,0
48,723,1,0
48,199,1,0
48,309,1,0
48,396,1,0
48,459,1,0
48,278,1,0
48,444,1,0
48,827,1,0
48,759,1,0
48,982,1,0
48,1091,1,0
48,1011,1,0
48,1056,1,0
48,1057,1,0
48,1060,1,0
48,1113,1,0
48,1183,1,0
48,809,1,0
48,298,1,0
48,49,1,0
48,755,1,0
48,96,1,0
48,110,1,0
48,115,1,0
48,762,1,0
48,1065,1,0
48,122,1,0
48,274,1,0
48,776,1,0
48,323,1,0
48,728,1,0
48,324,1,0
8,48,1,0
19,48,1,0
48,387,1,0
48,291,1,0
48,399,1,0
48,636,1,0
48,425,1,0
48,443,1,0
48,563,1,0
20,116,1,0
20,121,1,0
20,65,1,0
20,1095,1,0
20,268,1,0
20,723,1,0
20,199,1,0
20,309,1,0
20,396,1,0
20,459,1,0
20,278,1,0
20,444,1,0
20,827,1,0
20,759,1,0
20,982,1,0
20,1091,1,0
20,1011,1,0
20,1056,1,0
20,1057,1,0
20,1060,1,0
20,1113,1,0
20,1183,1,0
20,809,1,0
20,298,1,0
20,49,1,0
20,755,1,0
20,96,1,0
20,110,1,0
20,115,1,0
20,762,1,0
20,1065,1,0
20,122,1,0
20,274,1,0
20,776,1,0
20,323,1,0
20,728,1,0
20,324,1,0
8,20,1,0
19,20,1,0
20,387,1,0
20,291,1,0
20,399,1,0
20,636,1,0
20,425,1,0
20,443,1,0
20,563,1,0
116,121,1,0
65,116,1,0
116,1095,1,0
116,268,1,0
116,723,1,0
116,199,1,0
116,309,1,0
116,396,1,0
116,459,1,0
116,278,1,0
116,444,1,0
116,827,1,0
116,759,1,0
116,982,1,0
116,1091,1,0
116,1011,1,0
116,1056,1,0
116,1057,1,0
116,1060,1,0
116,1113,1,0
116,1183,1,0
116,809,1,0
116,298,1,0
49,116,1,0
116,755,1,0
96,116,1,0
110,116,1,0
115,116,1,0
116,762,1,0
116,1065,1,0
116,122,1,0
116,274,1,0
116,776,1,0
116,323,1,0
116,728,1,0
116,324,1,0
8,116,1,0
19,116,1,0
116,387,1,0
116,291,1,0
116,399,1,0
116,636,1,0
116,425,1,0
116,443,1,0
116,563,1,0
65,121,1,0
121,1095,1,0
121,268,1,0
121,723,1,0
121,199,1,0
121,309,1,0
121,396,1,0
121,459,1,0
121,278,1,0
121,444,1,0
121,827,1,0
121,759,1,0
121,982,1,0
121,1091,1,0
121,1011,1,0
121,1056,1,0
121,1057,1,0
121,1060,1,0
121,1113,1,0
121,1183,1,0
121,809,1,0
121,298,1,0
49,121,1,0
121,755,1,0
96,121,1,0
110,121,1,0
115,121,1,0
121,762,1,0
121,1065,1,0
121,122,1,0
121,274,1,0
121,776,1,0
121,323,1,0
121,728,1,0
121,324,1,0
8,121,1,0
19,121,1,0
121,387,1,0
121,291,1,0
121,399,1,0
121,636,1,0
121,425,1,0
121,443,1,0
121,563,1,0
65,1095,1,0
65,268,1,0
65,723,1,0
65,199,1,0
65,309,1,0
65,396,1,0
65,459,1,0
65,278,1,0
65,444,1,0
65,827,1,0
65,759,1,0
65,982,1,0
65,1091,1,0
65,1011,1,0
65,1056,1,0
65,1057,1,0
65,1060,1,0
65,1113,1,0
65,1183,1,0
65,809,1,0
65,298,1,0
49,65,1,0
65,755,1,0
65,96,1,0
65,110,1,0
65,115,1,0
65,762,1,0
65,1065,1,0
65,122,1,0
65,274,1,0
65,776,1,0
65,323,1,0
65,728,1,0
65,324,1,0
8,65,1,0
19,65,1,0
65,387,1,0
65,291,1,0
65,399,1,0
65,636,1,0
65,425,1,0
65,443,1,0
65,563,1,0
268,1095,1,0
723,1095,1,0
199,1095,1,0
309,1095,1,0
396,1095,1,0
459,1095,1,0
278,1095,1,0
444,1095,1,0
827,1095,1,0
759,1095,1,0
982,1095,1,0
1091,1095,1,0
1011,1095,1,0
1056,1095,1,0
1057,1095,1,0
1060,1095,1,0
1095,1113,1,0
1095,1183,1,0
809,1095,1,0
298,1095,1,0
49,1095,1,0
755,1095,1,0
96,1095,1,0
110,1095,1,0
115,1095,1,0
762,1095,1,0
1065,1095,1,0
122,1095,1,0
274,1095,1,0
776,1095,1,0
323,1095,1,0
728,1095,1,0
324,1095,1,0
8,1095,1,0
19,1095,1,0
387,1095,1,0
291,1095,1,0
399,1095,1,0
636,1095,1,0
425,1095,1,0
443,1095,1,0
563,1095,1,0
268,723,1,0
199,268,1,0
268,309,1,0
268,396,1,0
268,459,1,0
268,278,1,0
268,444,1,0
268,827,1,0
268,759,1,0
268,982,1,0
268,1091,1,0
268,1011,1,0
268,1056,1,0
268,1057,1,0
268,1060,1,0
268,1113,1,0
268,1183,1,0
268,809,1,0
268,298,1,0
49,268,1,0
268,755,1,0
96,268,1,0
110,268,1,0
115,268,1,0
268,762,1,0
268,1065,1,0
122,268,1,0
268,274,1,0
268,776,1,0
268,323,1,0
268,728,1,0
268,324,1,0
8,268,1,0
19,268,1,0
268,387,1,0
268,291,1,0
268,399,1,0
268,636,1,0
268,425,1,0
268,443,1,0
268,563,1,0
199,723,1,0
309,723,1,0
396,723,1,0
459,723,1,0
278,723,1,0
444,723,1,0
723,827,1,0
723,759,1,0
723,982,1,0
723,1091,1,0
723,1011,1,0
723,1056,1,0
723,1057,1,0
723,1060,1,0
723,1113,1,0
723,1183,1,0
723,809,1,0
298,723,1,0
49,723,1,0
723,755,1,0
96,723,1,0
110,723,1,0
115,723,1,0
723,762,1,0
723,1065,1,0
122,723,1,0
274,723,1,0
723,776,1,0
323,723,1,0
723,728,1,0
324,723,1,0
8,723,1,0
19,723,1,0
387,723,1,0
291,723,1,0
399,723,1,0
636,723,1,0
425,723,1,0
443,723,1,0
563,723,1,0
199,309,1,0
199,396,1,0
199,459,1,0
199,278,1,0
199,444,1,0
199,827,1,0
199,759,1,0
199,982,1,0
199,1091,1,0
199,1011,1,0
199,1056,1,0
199,1057,1,0
199,1060,1,0
199,1113,1,0
199,1183,1,0
199,809,1,0
199,298,1,0
49,199,1,0
199,755,1,0
96,199,1,0
110,199,1,0
115,199,1,0
199,762,1,0
199,1065,1,0
122,199,1,0
199,274,1,0
199,776,1,0
199,323,1,0
199,728,1,0
199,324,1,0
8,199,1,0
19,199,1,0
199,387,1,0
199,291,1,0
199,399,1,0
199,636,1,0
199,425,1,0
199,443,1,0
199,563,1,0
309,396,1,0
309,459,1,0
278,309,1,0
309,444,1,0
309,827,1,0
309,759,1,0
309,982,1,0
309,1091,1,0
309,1011,1,0
309,1056,1,0
309,1057,1,0
309,1060,1,0
309,1113,1,0
309,1183,1,0
309,809,1,0
298,309,1,0
49,309,1,0
309,755,1,0
96,309,1,0
110,309,1,0
115,309,1,0
309,762,1,0
309,1065,1,0
122,309,1,0
274,309,1,0
309,776,1,0
309,323,1,0
309,728,1,0
309,324,1,0
8,309,1,0
19,309,1,0
309,387,1,0
291,309,1,0
309,399,1,0
309,636,1,0
309,425,1,0
309,443,1,0
309,563,1,0
396,459,1,0
278,396,1,0
396,444,1,0
396,827,1,0
396,759,1,0
396,982,1,0
396,1091,1,0
396,1011,1,0
396,1056,1,0
396,1057,1,0
396,1060,1,0
396,1113,1,0
396,1183,1,0
396,809,1,0
298,396,1,0
49,396,1,0
396,755,1,0
96,396,1,0
110,396,1,0
115,396,1,0
396,762,1,0
396,1065,1,0
122,396,1,0
274,396,1,0
396,776,1,0
323,396,1,0
396,728,1,0
324,396,1,0
8,396,1,0
19,396,1,0
387,396,1,0
291,396,1,0
396,399,1,0
396,636,1,0
396,425,1,0
396,443,1,0
396,563,1,0
278,459,1,0
444,459,1,0
459,827,1,0
459,759,1,0
459,982,1,0
459,1091,1,0
459,1011,1,0
459,1056,1,0
459,1057,1,0
459,1060,1,0
459,1113,1,0
459,1183,1,0
459,809,1,0
298,459,1,0
49,459,1,0
459,755,1,0
96,459,1,0
110,459,1,0
115,459,1,0
459,762,1,0
459,1065,1,0
122,459,1,0
274,459,1,0
459,776,1,0
323,459,1,0
459,728,1,0
324,459,1,0
8,459,1,0
19,459,1,0
387,459,1,0
291,459,1,0
399,459,1,0
459,636,1,0
425,459,1,0
443,459,1,0
459,563,1,0
278,444,1,0
278,827,1,0
278,759,1,0
278,982,1,0
278,1091,1,0
278,1011,1,0
278,1056,1,0
278,1057,1,0
278,1060,1,0
278,1113,1,0
278,1183,1,0
278,809,1,0
278,298,1,0
49,278,1,0
278,755,1,0
96,278,1,0
110,278,1,0
115,278,1,0
278,762,1,0
278,1065,1,0
122,278,1,0
274,278,1,0
278,776,1,0
278,323,1,0
278,728,1,0
278,324,1,0
8,278,1,0
19,278,1,0
278,387,1,0
278,291,1,0
278,399,1,0
278,636,1,0
278,425,1,0
278,443,1,0
278,563,1,0
